subscription_id,account_id,plan,mrr,currency,start_date,end_date
S000001523,A0003249,enterprise,201.32,USD,2022-05-08,2023-07-31
S000001524,A0003060,free,196.47,EUR,2022-09-15,2023-08-28
S000001525,A0005332,pro,0.0,USD,2022-02-12,2022-11-07
S000001526,A0001733,pro,0.0,USD,2023-02-01,2023-06-23
S000001527,A0004917,pro,97.92,EUR,2022-07-06,2022-12-08
S000001528,A0000198,pro,213.96,EUR,2022-07-16,2023-04-10
S000001529,A0002553,basic,101.01,EUR,2022-09-01,2023-11-28
S000001530,A0002525,free,521.22,EUR,2023-02-02,2024-06-08
S000001531,A0002141,free,205.51,USD,2023-03-25,2023-06-12
S000001532, A0005878 ,enterprise,30.14,EUR,2023-01-03,2023-10-02
S000001533,A0001370,enterprise,538.73,EUR,2023-01-20,2024-06-21
S000001534,A0000032,pro,451.4,USD,2024-03-30,2024-11-18
S000001535, A0004401 ,free,100.3,USD,2024-06-04,2024-09-14
S000001536,A0000609,enterprise,188.03,EUR,2023-04-16,2024-04-13
S000001537, A0001954 ,free,30.61,USD,2024-09-13,2024-10-16
S000001538,A0001348,basic,107.66,EUR,2022-02-16,2023-03-15
S000001539,A0005506,basic,31.39,USD,2023-03-03,2023-06-29
S000001540,A0003287,pro,27.31,USD,2024-02-10,2025-07-20
S000001541,A0001289,free,0.0,EUR,2023-01-05,2024-04-06
S000001542, A0005122 ,basic,0.0,USD,2023-03-30,2023-12-21
S000001543,A0001820,free,209.4,USD,2023-08-19,2024-08-27
S000001544,A0000795,enterprise,0.0,USD,2022-02-22,2022-12-16
S000001545,A0000898,pro,30.21,EUR,2023-01-16,2024-05-23
S000001546,A0000791,free,96.59,USD,2024-09-27,2026-03-20
S000001547,A0002464,enterprise,0.0,USD,2023-07-05,2024-07-12
S000001548,A0002701,pro,475.4,EUR,2023-01-22,2023-04-09
S000001549,A0001723,free,28.76,USD,2024-09-05,2025-09-02
S000001550,A0004996,pro,492.01,USD,2024-07-23,2025-02-17
S000001551,A0002199,free,482.48,EUR,2024-09-16,2025-02-15
S000001552,A0005609,basic,0.0,EUR,2022-01-25,2023-05-31
S000001553,A0003747,enterprise,0.0,USD,2022-01-01,2022-05-01
S000001554,A0004597,pro,508.91,USD,2024-01-11,2025-07-29
S000001555,A0000975,enterprise,206.16,EUR,2022-08-31,2023-04-19
S000001556,A0003831,basic,91.55,EUR,2023-11-30,2025-03-20
S000001557,A0005417,basic,28.79,USD,2023-03-25,2023-06-13
S000001558,A0001353,enterprise,104.79,USD,2023-12-21,2025-02-08
S000001559,A0001546,enterprise,485.18,EUR,2024-04-22,2025-02-14
S000001560,A0002297,pro,0.0,EUR,2022-09-01,2023-07-10
S000001561,A0005132,free,28.6,USD,2022-07-27,2024-02-02
S000001562,A0003695,enterprise,103.88,USD,2024-09-17,2025-12-01
S000001563,A0002935,pro,0.0,EUR,2023-07-02,2024-09-18
S000001564,A0001891,pro,0.0,USD,2023-12-04,2024-04-02
S000001565,A0003138,free,201.58,EUR,2022-01-19,2022-11-22
S000001566,A0002138,basic,506.04,USD,2024-09-05,2026-01-17
S000001567,A0002545,enterprise,93.11,USD,2022-09-01,2022-12-21
S000001568,A0005101,basic,514.92,EUR,2022-09-04,2023-12-02
S000001569,A0005438,free,92.13,USD,2022-12-04,2023-06-26
S000001570,A0002568,basic,30.85,EUR,2022-07-11,2022-09-03
S000001571,A0001008,enterprise,209.54,USD,2023-06-24,2023-10-31
S000001572,A0000256,pro,460.55,EUR,2023-06-23,2024-08-29
S000001573,A0003831,enterprise,494.82,EUR,2022-01-08,2022-08-19
S000001574,A0000010,basic,107.3,USD,2022-12-08,2023-12-05
S000001575,A0000639,enterprise,454.15,EUR,2024-04-10,2025-05-31
S000001576,A0003535,pro,0.0,EUR,2023-05-16,2023-12-11
S000001577,A0001615,enterprise,92.82,USD,2023-11-12,2024-08-07
S000001578,A0005027,enterprise,0.0,EUR,2022-04-03,2023-03-14
S000001579,A0004534,pro,31.36,USD,2023-01-01,2023-06-24
S000001580,A0005137,basic,30.58,EUR,2022-07-17,2023-04-29
S000001581,A0004669,enterprise,0.0,USD,2023-12-11,2025-03-06
S000001582,A0004514,enterprise,185.2,USD,2022-08-08,2023-06-12
S000001583,A0001850,pro,106.42,USD,2022-07-21,2023-03-31
S000001584,A0001992,basic,187.57,EUR,2022-03-07,2022-06-02
S000001585,A0000196,basic,0.0,USD,2023-01-31,2024-04-27
S000001586,A0000652,enterprise,0.0,EUR,2024-07-30,2024-10-07
S000001587,A0001508,pro,29.09,EUR,2022-11-30,2023-11-20
S000001588,A0001228,enterprise,0.0,USD,2023-06-03,2023-07-18
S000001589,A0000268,enterprise,209.95,EUR,2024-08-14,2025-08-20
S000001590,A0005744,enterprise,31.83,USD,2023-05-03,2023-09-17
S000001591,A0000289,free,530.2,EUR,2022-06-30,2023-04-04
S000001592,A0004331,pro,0.0,USD,2022-10-23,2023-09-08
S000001593,A0004759,free,27.55,EUR,2023-11-19,2025-03-10
S000001594,A0004610,basic,182.16,USD,2024-08-03,2025-01-29
S000001595,A0003855,pro,530.34,USD,2024-01-09,2024-12-23
S000001596,A0001814,free,0.0,USD,2023-02-17,2023-11-26
S000001597,A0000445,pro,94.17,EUR,2024-01-03,2025-08-23
S000001598,A0003097,free,103.49,USD,2022-07-02,2022-12-04
S000001599,A0004025,pro,193.1,USD,2023-11-09,2024-04-11
S000001600,A0004574,enterprise,97.06,EUR,2022-06-11,2023-08-27
S000001601,A0002180,basic,212.23,EUR,2022-09-26,2023-01-11
S000001602,A0001341,pro,0.0,USD,2023-10-21,2025-03-14
S000001603,A0003143,enterprise,27.77,EUR,2023-06-08,2024-01-04
S000001604,A0002166,free,535.33,USD,2024-07-21,2025-11-10
S000001605,A0002721,enterprise,202.01,EUR,2024-08-01,2025-04-03
S000001606,A0005448,pro,95.03,USD,2024-07-30,2025-09-09
S000001607,A0005246,pro,527.36,USD,2024-03-20,2025-10-28
S000001608,A0003810,free,108.76,USD,2023-11-20,2025-01-14
S000001609,A0003025,basic,499.83,EUR,2022-12-02,2024-01-15
S000001610,A0002185,basic,28.13,USD,2023-05-07,2024-04-20
S000001611,A0000066,basic,498.8,EUR,2024-04-10,2025-04-30
S000001612,A0003158,pro,500.66,USD,2024-02-02,2024-12-28
S000001613,A0002387,free,507.07,EUR,2022-03-25,2022-05-14
S000001614,A0002683,free,185.83,USD,2022-10-18,2022-12-09
S000001615,A0003479,free,0.0,USD,2024-01-24,2025-06-05
S000001616,A0002300,free,496.13,USD,2022-02-11,2023-01-06
S000001617,A0004920,free,90.14,EUR,2023-12-09,2025-03-13
S000001618,A0002856,pro,27.43,USD,2023-01-12,2023-03-22
S000001619,A0003566,basic,26.38,USD,2022-12-28,2023-04-04
S000001620,A0000545,pro,485.41,USD,2024-01-18,2025-04-17
S000001621,A0003608,pro,94.42,EUR,2022-05-10,2023-02-17
S000001622,A0003664,basic,452.83,USD,2023-06-13,2023-11-05
S000001623,a0005230,basic,29.03,EUR,2022-02-06,2022-11-02
S000001624,A0000317,basic,0.0,USD,2023-08-30,2024-04-17
S000001625,A0001346,enterprise,96.56,EUR,2024-03-26,2025-01-20
S000001626,A0004522,free,30.15,USD,2023-11-10,2024-07-23
S000001627,A0002649,enterprise,96.37,EUR,2022-03-29,2022-10-31
S000001628,A0003757,basic,207.73,USD,2023-02-11,2024-03-22
S000001629,A0003276,enterprise,27.66,EUR,2023-08-14,2025-01-31
S000001630,A0004836,pro,0.0,EUR,2022-07-17,2023-07-30
S000001631,A0000678,pro,0.0,USD,2023-03-21,2024-06-14
S000001632,A0003112,free,0.0,EUR,2023-05-08,2023-12-30
S000001633,A0003460,basic,29.9,USD,2023-05-17,2024-01-29
S000001634,A0001999,basic,215.99,EUR,2024-06-11,2025-09-19
S000001635,A0003490,enterprise,532.26,USD,2024-08-30,2024-11-02
S000001636,A0004965,pro,89.92,EUR,2023-10-12,2025-05-11
S000001637,A0002863,pro,108.09,USD,2024-08-06,2025-07-21
S000001638,A0003725,free,29.78,USD,2022-05-07,2022-06-27
S000001639,A0004575,pro,90.66,USD,2023-01-31,2023-09-27
S000001640,A0000405,free,0.0,EUR,2023-10-03,2023-11-25
S000001641,A0000461,free,528.26,USD,2022-10-06,2024-02-17
S000001642,A0001108,enterprise,0.0,USD,2023-04-10,2023-09-29
S000001643,A0000551,pro,30.68,EUR,2022-06-03,2023-07-24
S000001644,A0001733,basic,514.63,USD,2022-11-22,2023-10-21
S000001645,A0004750,basic,480.49,USD,2024-09-14,2024-11-23
S000001646,A0000769,pro,0.0,EUR,2022-11-10,2023-01-01
S000001647,A0003832,pro,30.56,EUR,2022-01-31,2022-11-22
S000001648,A0004075,pro,27.07,EUR,2022-05-10,2022-10-07
S000001649,A0003145,basic,184.24,USD,2023-02-09,2024-06-16
S000001650,A0000350,enterprise,507.38,EUR,2024-02-11,2024-08-29
S000001651,A0000416,pro,0.0,EUR,2022-08-07,2022-12-03
S000001652, A0003107 ,enterprise,0.0,USD,2022-03-09,2023-02-02
S000001653,A0004827,free,26.99,EUR,2022-03-11,2023-02-09
S000001654,A0003544,pro,91.37,USD,2024-07-13,2024-10-09
S000001655,A0001160,pro,0.0,EUR,2024-04-08,2025-09-12
S000001656,A0004397,basic,189.23,USD,2022-05-28,2022-10-20
S000001657,A0005201,free,509.12,EUR,2024-09-23,2025-06-04
S000001658,A0000610,basic,0.0,EUR,2022-12-05,2024-06-04
S000001659,A0000616,enterprise,30.64,EUR,2024-07-24,2026-02-14
S000001660,A0003957,pro,0.0,EUR,2023-04-17,2024-02-19
S000001661,A0000350,enterprise,26.62,EUR,2023-10-24,2024-02-04
S000001662,a0000368,pro,26.88,USD,2022-08-05,2023-09-19
S000001663,A0004804,pro,204.1,USD,2024-01-17,2024-05-10
S000001664,A0005466,free,96.29,EUR,2022-02-15,2023-03-16
S000001665,A0001160,basic,27.86,EUR,2023-03-12,2024-08-27
S000001666,A0005860,pro,211.45,USD,2022-09-04,2023-12-20
S000001667,A0001410,pro,93.3,EUR,2024-01-07,2025-02-19
S000001668,A0005420,free,472.13,EUR,2023-08-06,2023-11-23
S000001669,A0001129,enterprise,211.18,EUR,2022-06-05,2023-10-04
S000001670,A0000866,basic,210.36,EUR,2024-07-02,2025-11-09
S000001671, A0001095 ,pro,89.46,EUR,2022-02-12,2023-01-08
S000001672,A0003018,free,516.79,EUR,2024-04-09,2025-07-25
S000001673,A0003193,free,193.51,USD,2023-07-13,2023-08-22
S000001674,A0005483,free,0.0,USD,2023-10-14,2023-12-31
S000001675,A0002293,pro,0.0,USD,2022-04-10,2022-06-12
S000001676,A0005000,free,193.89,EUR,2023-02-06,2024-06-18
S000001677,A0001669,free,99.97,USD,2024-01-31,2025-05-12
S000001678,A0000885,basic,28.69,EUR,2022-01-01,2023-07-28
S000001679,A0003634,basic,31.19,USD,2024-07-21,2026-01-16
S000001680,A0003286,free,516.03,USD,2023-09-18,2024-11-27
S000001681,A0005464,basic,0.0,EUR,2023-03-11,2024-04-30
S000001682,A0004780,basic,195.81,EUR,2022-10-12,2024-03-22
S000001683,A0003826,pro,31.18,USD,2024-04-06,2025-09-15
S000001684,A0005907,basic,487.54,USD,2022-03-11,2022-06-10
S000001685,A0002352,free,29.81,USD,2024-02-14,2024-11-10
S000001686,A0004518,free,26.82,EUR,2022-12-10,2023-11-29
S000001687,A0004772,free,531.24,USD,2023-06-13,2024-05-30
S000001688,A0005249,pro,0.0,USD,2023-05-01,2024-04-14
S000001689,A0000786,pro,217.16,USD,2022-02-24,2023-06-07
S000001690,A0002132,basic,212.73,EUR,2023-11-13,2025-06-01
S000001691,A0003972,free,207.54,USD,2023-07-14,2023-10-19
S000001692,A0004092,pro,456.59,USD,2023-02-06,2023-05-20
S000001693,A0004540,free,0.0,USD,2022-11-23,2023-07-30
S000001694,A0001286,basic,190.58,EUR,2024-09-18,2025-09-02
S000001695,A0005503,pro,484.06,USD,2022-08-31,2023-08-03
S000001696,A0001890,free,29.08,EUR,2023-04-07,2023-11-19
S000001697,A0001474,pro,31.65,USD,2023-11-26,2024-02-08
S000001698,A0003035,basic,215.71,USD,2024-01-23,2025-06-19
S000001699,A0002829,free,182.78,USD,2023-12-17,2024-08-30
S000001700,A0005192,enterprise,508.69,EUR,2023-10-22,2024-12-26
S000001701,A0001710,free,26.57,USD,2024-02-21,2024-10-29
S000001702,A0003320,free,105.23,USD,2022-12-15,2023-12-17
S000001703,A0001867,basic,0.0,EUR,2023-06-30,2025-02-03
S000001704,A0001648,enterprise,505.16,USD,2023-02-12,2024-05-14
S000001705,A0001087,basic,0.0,USD,2024-06-02,2024-07-12
S000001706,A0003178,enterprise,0.0,EUR,2024-07-25,2026-01-22
S000001707,A0000428,basic,0.0,EUR,2024-04-15,2024-10-15
S000001708,A0002401,basic,542.37,USD,2022-07-04,2023-11-12
S000001709,a0001971,free,203.13,EUR,2022-02-13,2022-11-06
S000001710,A0005182,free,464.33,EUR,2022-03-03,2022-12-31
S000001711,A0001982,pro,101.64,EUR,2023-07-21,2023-09-27
S000001712,A0003101,enterprise,524.77,EUR,2023-10-25,2025-01-11
S000001713,A0001193,enterprise,0.0,EUR,2022-09-19,2023-09-15
S000001714,A0001348,free,0.0,EUR,2024-01-26,2025-01-07
S000001715,A0001623,pro,210.34,EUR,2023-09-10,2025-02-08
S000001716,A0005973,basic,491.61,EUR,2024-08-06,2025-06-09
S000001717,A0005746,free,532.99,EUR,2024-02-25,2024-06-13
S000001718,A0004756,enterprise,473.01,USD,2022-07-15,2024-01-11
S000001719,A0004532,free,514.02,USD,2023-03-18,2023-06-30
S000001720,A0004858,enterprise,30.67,EUR,2022-08-12,2022-11-20
S000001721,a0004930,free,27.3,USD,2024-01-29,2024-09-20
S000001722,A0003692,free,0.0,EUR,2023-04-24,2024-04-09
S000001723,A0003172,free,201.65,EUR,2023-02-14,2023-05-25
S000001724,A0005272,enterprise,546.25,USD,2024-01-12,2024-08-18
S000001725,A0004413,basic,0.0,EUR,2024-06-03,2026-01-05
S000001726,a0005970,pro,516.19,EUR,2022-12-18,2023-02-11
S000001727,A0004428,pro,0.0,EUR,2022-07-31,2023-02-18
S000001728,A0004480,basic,29.16,EUR,2022-10-26,2023-04-14
S000001729,A0005320,free,184.05,USD,2022-06-16,2022-08-28
S000001730,A0002998,basic,98.92,EUR,2022-06-09,2022-12-23
S000001731,A0000438,enterprise,517.41,USD,2023-01-18,2024-04-29
S000001732,a0003304,free,89.39,EUR,2023-07-09,2024-01-30
S000001733, A0003108 ,free,97.9,EUR,2023-11-30,2025-07-22
S000001734,A0002542,basic,216.46,USD,2023-08-21,2024-06-25
S000001735,A0002491,free,532.78,USD,2024-05-05,2025-03-06
S000001736,A0004077,free,28.72,EUR,2022-05-10,2022-10-08
S000001737,A0002749,pro,0.0,EUR,2024-01-27,2025-05-12
S000001738,A0005077,free,184.09,USD,2023-06-26,2023-08-29
S000001739,a0002951,enterprise,194.29,USD,2023-10-16,2023-11-21
S000001740,A0004325,enterprise,108.23,USD,2022-02-04,2023-02-01
S000001741,A0004664,pro,107.38,USD,2022-05-28,2023-04-02
S000001742,A0003997,enterprise,93.44,USD,2024-08-12,2025-08-19
S000001743,A0002031,basic,93.44,USD,2023-04-30,2023-10-08
S000001744,A0002882,pro,29.76,EUR,2024-03-15,2025-08-11
S000001745,A0004988,pro,95.7,EUR,2022-04-16,2022-07-30
S000001746, A0005668 ,free,27.44,EUR,2022-07-17,2023-10-31
S000001747,A0001581,pro,97.19,USD,2023-03-14,2024-06-03
S000001748,A0000753,free,0.0,USD,2023-01-31,2023-08-01
S000001749,A0005920,enterprise,107.71,USD,2024-06-14,2025-07-13
S000001750,A0000733,pro,0.0,EUR,2022-11-01,2023-11-24
S000001751,A0000538,pro,0.0,USD,2023-04-10,2024-05-29
S000001752, A0005299 ,free,101.76,EUR,2023-08-31,2024-12-31
S000001753,A0005447,pro,93.15,EUR,2024-02-24,2024-05-22
S000001754,A0004039,basic,0.0,USD,2024-06-04,2025-03-26
S000001755,A0003108,free,181.4,EUR,2022-12-21,2023-06-11
S000001756,A0004429,pro,544.4,USD,2024-09-08,2025-05-18
S000001757,A0002928,pro,511.23,EUR,2022-12-25,2023-08-09
S000001758,A0000143,enterprise,0.0,EUR,2022-07-07,2023-08-11
S000001759,A0003322,basic,533.74,EUR,2022-07-24,2024-03-08
S000001760,A0002879,pro,0.0,EUR,2023-06-22,2024-09-23
S000001761,A0003455,basic,478.05,EUR,2024-09-07,2025-01-08
S000001762,A0000293,basic,210.91,EUR,2024-01-10,2025-01-13
S000001763,A0003344,enterprise,514.59,EUR,2023-09-15,2024-03-10
S000001764,A0005986,pro,204.98,EUR,2023-10-22,2024-09-19
S000001765,A0002659,free,0.0,EUR,2024-03-20,2025-05-13
S000001766,A0005945,free,0.0,USD,2024-06-20,2024-08-20
S000001767,A0004043,pro,199.21,EUR,2023-05-03,2023-10-30
S000001768,A0002843,basic,98.43,USD,2022-07-07,2023-03-21
S000001769,A0003213,enterprise,94.73,EUR,2023-09-21,2025-02-05
S000001770,A0003327,basic,187.02,EUR,2023-05-15,2023-06-30
S000001771,A0004400,pro,0.0,EUR,2022-03-24,2022-09-15
S000001772,A0001619,enterprise,208.68,USD,2023-03-17,2024-04-13
S000001773,A0002297,basic,26.55,EUR,2023-10-08,2023-12-07
S000001774,A0004708,basic,201.14,USD,2024-09-03,2026-03-12
S000001775, A0005740 ,enterprise,90.47,USD,2022-06-01,2023-06-18
S000001776,A0000164,basic,189.14,EUR,2024-07-09,2024-12-06
S000001777,A0004722,pro,0.0,EUR,2022-02-16,2023-06-24
S000001778,A0004977,basic,29.59,USD,2023-02-05,2023-04-10
S000001779,A0004476,basic,508.33,EUR,2024-02-02,2024-09-24
S000001780,A0003472,enterprise,26.89,USD,2024-09-13,2025-11-18
S000001781,A0001995,enterprise,0.0,EUR,2022-03-30,2022-07-17
S000001782,A0000048,pro,490.89,EUR,2023-07-20,2024-09-29
S000001783,A0001882,pro,537.39,USD,2023-07-11,2024-04-06
S000001784,A0001432,free,0.0,USD,2023-08-21,2024-02-25
S000001785,A0003831,pro,0.0,EUR,2023-01-30,2023-04-10
S000001786,A0000004,pro,183.17,USD,2023-03-31,2023-12-10
S000001787,A0005373,pro,30.35,USD,2022-01-13,2023-06-15
S000001788,A0003953,basic,0.0,USD,2022-04-10,2023-06-24
S000001789,A0005869,basic,92.71,USD,2022-05-13,2022-07-04
S000001790,A0001648,pro,30.42,USD,2022-12-14,2023-07-18
S000001791,A0001360,enterprise,26.64,EUR,2022-11-27,2023-07-15
S000001792,A0000188,free,0.0,EUR,2024-01-24,2024-04-05
S000001793,A0003779,basic,90.3,EUR,2022-06-20,2023-07-11
S000001794,A0004311,basic,31.8,USD,2022-09-04,2023-07-18
S000001795,A0003291,pro,478.26,USD,2022-03-31,2022-06-19
S000001796,A0002267,basic,0.0,EUR,2023-09-20,2025-04-11
S000001797,A0003460,enterprise,100.13,USD,2022-01-05,2022-04-16
S000001798,A0000862,pro,466.12,EUR,2024-04-18,2024-08-02
S000001799,A0005466,pro,0.0,EUR,2024-08-18,2025-05-12
S000001800,A0003297,basic,104.67,EUR,2022-02-26,2022-10-26
S000001801,A0001256,free,29.98,EUR,2022-06-13,2022-07-18
S000001802,A0005440,pro,29.86,EUR,2023-05-24,2023-08-24
S000001803,A0005346,basic,0.0,USD,2022-12-30,2024-07-03
S000001804,A0002492,free,0.0,USD,2022-06-11,2023-09-05
S000001805,A0003838,free,514.03,EUR,2022-08-12,2023-08-19
S000001806,A0003150,basic,90.51,EUR,2023-08-25,2024-02-28
S000001807,A0005056,pro,0.0,USD,2023-03-10,2024-09-15
S000001808,A0000603,pro,0.0,EUR,2023-08-06,2024-12-21
S000001809,A0001695,basic,26.14,EUR,2022-06-13,2022-12-28
S000001810,A0001066,pro,106.9,USD,2023-09-13,2024-05-18
S000001811, A0005840 ,basic,529.38,USD,2024-03-14,2024-11-13
S000001812,A0003586,pro,203.39,USD,2023-11-15,2024-06-13
S000001813,A0004873,free,524.35,USD,2023-05-14,2024-03-25
S000001814,A0003242,free,104.23,EUR,2022-07-12,2023-04-02
S000001815,A0002573,free,213.06,USD,2023-11-20,2025-04-27
S000001816,A0005704,basic,495.14,EUR,2024-09-09,2025-11-12
S000001817,A0001215,pro,534.89,EUR,2023-09-02,2023-12-18
S000001818,A0000809,free,205.35,EUR,2023-01-07,2024-01-01
S000001819,A0005651,pro,459.75,USD,2022-04-06,2022-06-05
S000001820,A0000927,pro,95.59,USD,2024-01-05,2025-08-23
S000001821,A0003063,free,0.0,USD,2024-09-24,2025-06-25
S000001822,A0003424,pro,207.67,EUR,2022-02-03,2023-07-28
S000001823,A0001358,pro,193.48,EUR,2023-09-08,2024-01-26
S000001824,A0005634,basic,30.33,USD,2023-07-12,2024-03-13
S000001825,A0005828,enterprise,94.48,EUR,2022-08-17,2024-04-06
S000001826,A0001887,free,100.79,EUR,2023-05-30,2024-02-24
S000001827,A0005277,pro,212.85,USD,2024-06-25,2024-10-24
S000001828,A0000290,basic,91.24,USD,2022-04-01,2022-09-22
S000001829,A0002899,basic,103.58,USD,2024-06-27,2025-08-05
S000001830, A0001226 ,basic,493.82,USD,2024-08-07,2026-02-25
S000001831,A0003132,enterprise,0.0,USD,2022-03-25,2023-09-09
S000001832,A0005555,pro,547.15,USD,2023-10-28,2023-12-12
S000001833,A0000192,basic,0.0,EUR,2022-03-10,2023-10-31
S000001834,A0005822,basic,30.11,EUR,2023-08-04,2024-05-17
S000001835,A0003397,basic,30.47,EUR,2023-03-08,2024-08-11
S000001836,A0000987,basic,26.61,USD,2022-12-21,2023-09-10
S000001837,A0004808,pro,463.0,EUR,2023-12-16,2025-07-19
S000001838,A0003199,pro,26.31,EUR,2023-07-04,2024-10-02
S000001839,A0000151,free,538.92,EUR,2022-11-12,2024-01-11
S000001840,A0005252,enterprise,100.27,EUR,2024-04-13,2025-03-16
S000001841,a0002429,free,0.0,USD,2023-07-27,2025-03-13
S000001842,A0001880,free,29.93,USD,2023-09-22,2025-01-12
S000001843,A0002127,enterprise,202.2,USD,2024-03-26,2025-01-07
S000001844,A0000943,enterprise,504.17,EUR,2023-05-09,2024-11-30
S000001845,A0004492,enterprise,0.0,EUR,2023-05-18,2024-08-29
S000001846,A0000894,basic,0.0,USD,2022-06-11,2023-01-12
S000001847, A0004339 ,pro,90.68,EUR,2023-08-03,2023-10-13
S000001848, A0000519 ,pro,29.86,USD,2023-06-10,2024-01-09
S000001849,A0001786,basic,0.0,USD,2024-01-30,2024-09-26
S000001850,A0002047,enterprise,93.63,EUR,2022-11-24,2024-02-28
S000001851,A0001271,basic,194.23,USD,2023-06-21,2023-08-05
S000001852,A0002052,free,98.5,USD,2023-05-11,2023-10-04
S000001853,A0000746,free,31.22,USD,2022-11-10,2024-03-27
S000001854,A0001145,pro,0.0,EUR,2024-01-14,2025-04-05
S000001855,A0001799,enterprise,207.24,USD,2022-06-03,2022-07-08
S000001856,A0004819,free,0.0,USD,2024-09-02,2025-12-02
S000001857,A0004413,free,198.09,USD,2022-11-08,2024-06-29
S000001858,A0005167,pro,494.74,EUR,2022-03-17,2023-06-25
S000001859,A0005172,pro,31.79,USD,2023-07-15,2024-05-23
S000001860,A0001235,pro,197.07,USD,2023-03-31,2023-08-12
S000001861,A0000704,pro,90.51,USD,2024-09-08,2025-09-19
S000001862,A0005490,free,28.64,USD,2024-03-12,2024-10-07
S000001863,A0003555,enterprise,105.0,USD,2023-07-16,2024-07-22
S000001864,A0005940,pro,27.94,USD,2024-02-25,2024-11-21
S000001865,A0004692,enterprise,0.0,EUR,2022-08-03,2023-05-06
S000001866,A0000832,enterprise,454.77,EUR,2023-05-28,2023-06-28
S000001867,A0001050,enterprise,0.0,USD,2022-03-23,2023-07-15
S000001868,A0001974,enterprise,512.71,EUR,2022-12-14,2023-05-11
S000001869,A0000924,free,0.0,USD,2022-06-21,2023-03-03
S000001870,A0002359,enterprise,27.83,EUR,2024-01-03,2025-03-24
S000001871,A0000232,enterprise,534.79,EUR,2024-05-30,2024-12-22
S000001872,A0002186,free,27.83,EUR,2022-10-17,2022-12-14
S000001873,A0003245,enterprise,91.27,USD,2023-11-17,2025-06-01
S000001874,A0002098,pro,0.0,USD,2024-03-23,2025-09-22
S000001875,A0002504,enterprise,0.0,EUR,2023-02-05,2024-06-09
S000001876,A0004228,enterprise,0.0,USD,2024-01-21,2025-07-08
S000001877,A0003600,enterprise,31.84,EUR,2024-02-22,2025-03-09
S000001878,A0000742,free,0.0,USD,2022-06-05,2023-10-17
S000001879,A0000399,pro,108.45,EUR,2023-08-30,2024-08-06
S000001880,A0003731,basic,203.09,EUR,2023-04-29,2024-08-02
S000001881,A0004294,free,30.03,EUR,2023-09-26,2024-10-17
S000001882,A0005352,enterprise,29.47,USD,2023-03-26,2024-06-05
S000001883,A0000047,pro,0.0,EUR,2022-05-12,2023-07-13
S000001884,A0005494,free,0.0,EUR,2023-08-02,2024-04-14
S000001885,A0003658,basic,0.0,USD,2024-07-29,2025-09-28
S000001886,A0001530,basic,500.0,EUR,2022-03-03,2022-04-03
S000001887,A0004027,enterprise,30.6,USD,2023-04-03,2023-10-27
S000001888,A0002743,basic,28.27,EUR,2024-05-29,2025-06-27
S000001889,A0005931,free,31.63,EUR,2023-04-26,2024-07-13
S000001890, A0001931 ,free,525.57,EUR,2022-12-14,2023-10-15
S000001891,A0004434,basic,218.1,USD,2022-07-20,2023-08-23
S000001892,A0000262,pro,200.8,EUR,2022-04-17,2023-11-17
S000001893,A0004967,basic,26.39,EUR,2024-08-29,2025-09-28
S000001894,A0003905,basic,0.0,EUR,2023-10-23,2025-05-31
S000001895,A0001550,pro,92.7,USD,2024-06-11,2025-09-03
S000001896,A0004017,free,195.21,USD,2023-04-06,2023-10-07
S000001897,A0004812,free,202.55,USD,2023-02-20,2023-07-10
S000001898,A0003026,free,208.67,USD,2022-01-26,2023-02-20
S000001899,A0003205,pro,196.83,USD,2024-05-21,2024-10-22
S000001900,A0000297,pro,0.0,USD,2024-04-19,2025-09-29
S000001901,A0000531,enterprise,182.62,USD,2022-10-10,2024-03-18
S000001902,A0005443,basic,93.44,USD,2022-11-12,2024-05-03
S000001903,A0002075,basic,30.98,USD,2023-04-11,2023-12-06
S000001904, A0005661 ,basic,491.73,USD,2023-10-06,2024-02-07
S000001905,A0002300,enterprise,30.91,EUR,2024-05-03,2025-09-20
S000001906,A0000870,enterprise,95.15,USD,2022-04-14,2022-08-31
S000001907,A0005424,enterprise,91.7,USD,2024-03-23,2025-06-28
S000001908,A0002512,free,185.36,USD,2022-01-06,2022-06-25
S000001909,A0005402,basic,0.0,USD,2024-06-11,2025-10-13
S000001910,A0005218,free,104.39,EUR,2022-06-11,2023-08-06
S000001911,A0001488,basic,494.51,USD,2024-02-03,2025-05-20
S000001912,A0003063,basic,192.66,USD,2022-03-11,2023-07-13
S000001913,A0000446,enterprise,215.29,EUR,2024-08-21,2025-10-04
S000001914,A0005710,pro,94.82,USD,2023-10-11,2023-12-08
S000001915,A0003581,pro,181.39,EUR,2023-07-22,2024-08-24
S000001916,A0003978,enterprise,478.55,EUR,2023-04-23,2023-06-27
S000001917,A0002359,enterprise,202.57,EUR,2024-05-24,2025-10-28
S000001918,A0002840,enterprise,108.32,EUR,2022-07-22,2023-10-16
S000001919,A0004571,enterprise,26.25,USD,2022-07-07,2023-12-02
S000001920,A0004755,basic,92.98,USD,2024-04-09,2024-08-16
S000001921,A0001682,pro,466.93,EUR,2024-09-26,2026-02-12
S000001922,A0003489,pro,201.88,EUR,2022-01-02,2022-08-16
S000001923,A0005604,pro,0.0,USD,2023-01-01,2023-12-28
