account_id,account_name,country,created_date,status
A0001435,Acct-2YUL0D,DE,2023-08-14,churned
A0001436,Acct-KZ9SSQ,PL,2023-03-19,churned
A0001437,Acct-2HX38A,FR,2021-05-05,churned
A0001438,Acct-2K5HK3,FR,2023-04-26,active
A0001439,Acct-6L5QBL,US,2023-11-08,churned
A0001440,Acct-UQXM02,US,2023-05-05,active
A0001441,Acct-1WB7IG,FR,2023-02-05,trial
A0001442,Acct-G35ACN,FR,2024-01-18,trial
A0001443,Acct-LPMG2H,PL,2022-05-14,active
A0001444,Acct-3T80E3,PL,2021-12-23,active
A0001445,Acct-EUDP85,US,2021-02-20,active
A0001446,Acct-KYW9YD,PL,2021-03-21,suspended
A0001447,Acct-EOSDEX,DE,2023-01-10,trial
A0001448,Acct-S7WMKQ,DE,2022-06-22,active
A0001449,Acct-2I7SYG,PL,2024-06-01,active
A0001450,Acct-CCD3OR,DE,2021-01-08,churned
A0001451,Acct-URA3DA,DE,2022-08-26,suspended
A0001452,Acct-HNN329,US,2024-05-09,trial
A0001453,Acct-9SPENX,PL,2023-04-09,churned
A0001454,Acct-0ULHRM,FR,2024-04-26,trial
A0001455,Acct-N3XWV0,PL,2022-12-24,suspended
A0001456,Acct-Q3M4NH,FR,2023-12-06,suspended
A0001457,Acct-2LMY67,PL,2023-01-09,trial
A0001458,Acct-ZNODUJ,US,2024-06-27,churned
A0001459,Acct-FU3EGL,US,2022-10-25,active
A0001460,Acct-TE57HQ,FR,2024-04-25,churned
A0001461,Acct-1Z8W4H,FR,2024-03-01,churned
A0001462,Acct-YHVJMU,PL,2024-06-12,suspended
A0001463,Acct-IQEZGL,DE,2024-02-26,suspended
A0001464,Acct-07GPLE,US,2022-01-02,trial
A0001465,Acct-VM0UVT,DE,2022-08-08,churned
A0001466,Acct-415ZTE,FR,2023-06-04,active
A0001467,Acct-8NZ06F,US,2021-06-19,active
A0001468,Acct-HW2E40,US,2021-01-23,suspended
A0001469,Acct-SHN943,US,2022-01-26,churned
A0001470,Acct-IT3Y2Q,DE,2024-05-29,churned
A0001471,Acct-FW5MN9,US,2023-12-20,suspended
A0001472,Acct-72G0RG,FR,2021-12-06,suspended
A0001473,Acct-DBS8UP,PL,2023-04-05,suspended
A0001474,Acct-L6W06E,FR,2024-07-09,trial
A0001475,Acct-6Q4D2N,FR,2024-10-22,active
A0001476,Acct-5Q2HZV,DE,2022-05-17,trial
A0001477,Acct-SU35DW,FR,2023-07-03,churned
A0001478,Acct-IEVHE7,DE,2022-10-30,active
A0001479,Acct-Z08T6J,FR,2023-10-10,suspended
A0001480,Acct-7Z7GCU,DE,2022-04-09,suspended
A0001481,Acct-X1EP2Y,PL,2024-07-03,active
A0001482,Acct-ZIUNTS,US,2022-02-10,churned
A0001483,Acct-R41IWC,DE,2023-03-17,suspended
A0001484,Acct-NAB3R1,DE,2024-06-08,trial
A0001485,Acct-8CZARQ,FR,2023-02-24,churned
A0001486,Acct-Q903FF,PL,2022-09-09,churned
A0001487,Acct-IJOBN7,FR,2021-09-01,active
A0001488,Acct-EQJ80G,PL,2021-02-21,trial
A0001489,Acct-OER07H,DE,2024-05-26,active
A0001490,Acct-QR6FP5,US,2023-11-24,trial
A0001491,Acct-MO1D2L,DE,2021-08-08,trial
A0001492,Acct-E8AJA7,US,2024-08-05,churned
A0001493,Acct-26MC1H,DE,2024-07-06,churned
A0001494,Acct-TE9P3K,DE,2021-03-23,suspended
A0001495,Acct-MVQC05,FR,2022-05-23,active
A0001496,Acct-LUUO3Z,US,2022-05-03,churned
A0001497,Acct-2DE2Y8,DE,2022-12-29,churned
A0001498,Acct-NSPIFP,DE,2022-10-29,active
A0001499,Acct-RIIENL,DE,2023-12-23,suspended
A0001500,Acct-MT3M3P,US,2022-04-15,churned
A0001501,Acct-J7CTQ8,US,2021-10-31,suspended
A0001502,Acct-5MRUNZ,US,2024-06-01,churned
A0001503,Acct-HAXV6Q,FR,2021-10-24,suspended
A0001504,Acct-3XHYZX,DE,2022-09-13,suspended
A0001505,Acct-ADCVBD,US,2022-08-20,suspended
A0001506,Acct-7A7E1M,FR,2023-11-12,active
A0001507,Acct-XXJVWO,FR,2024-09-27,suspended
A0001508,Acct-C1T0RS,PL,2023-08-16,suspended
A0001509,Acct-2LOC1Q,DE,2022-01-14,churned
A0001510,Acct-7H43DL,FR,2022-01-28,trial
A0001511,Acct-1T1H3R,DE,2024-06-16,churned
A0001512,Acct-I5FAAH,PL,2023-09-12,trial
A0001513,Acct-EHPATY,PL,2024-07-15,churned
A0001514,Acct-6XA4PJ,DE,2022-07-09,churned
A0001515,Acct-23SXLK,US,2023-10-19,suspended
A0001516,Acct-H9OEIX,US,2022-11-04,suspended
A0001517,Acct-H8Y2F6,DE,2022-10-23,active
A0001518,Acct-7JBTYD,US,2021-07-07,active
A0001519,Acct-1SZQ0Y,PL,2024-01-29,suspended
A0001520,Acct-0NTGFO,FR,2023-12-08,churned
A0001521,Acct-FN2FSO,FR,2021-03-05,suspended
A0001522,Acct-ZZKRAQ,PL,2021-12-23,trial
A0001523,Acct-919NY3,PL,2021-10-26,churned
A0001524,Acct-HTOCK6,PL,2024-04-12,active
A0001525,Acct-GU8AX6,FR,2021-09-14,churned
A0001526,Acct-L2G4XX,DE,2023-10-30,active
A0001527,Acct-6AGY0E,US,2024-03-09,trial
A0001528,Acct-RE7HJG,DE,2021-02-15,active
A0001529,Acct-79V69N,DE,2023-10-27,suspended
A0001530,Acct-2RLKUE,FR,2023-08-28,suspended
A0001531,Acct-HBMPZI,DE,2023-03-22,suspended
A0001532,Acct-H8HZCE,DE,2022-08-19,active
A0001533,Acct-4Y0PQA,PL,2024-02-21,trial
A0001534,Acct-L7VUFV,FR,2022-07-19,suspended
A0001535,Acct-O37GJ4,DE,2021-11-20,churned
A0001536,Acct-FW5F3T,PL,2021-10-01,suspended
A0001537,Acct-WFVGMS,PL,2024-01-24,active
A0001538,Acct-L6YT6X,PL,2024-05-23,suspended
A0001539,Acct-C0NZHM,US,2022-06-21,churned
A0001540,Acct-IPJF91,FR,2022-02-23,active
A0001541,Acct-EZ1PEO,DE,2024-06-21,suspended
A0001542,Acct-5NSPFX,FR,2022-05-26,churned
A0001543,Acct-H7T95F,PL,2021-11-21,suspended
A0001544,Acct-H4Y10F,US,2024-09-11,active
A0001545,Acct-Z39LHH,FR,2023-03-17,active
A0001546,Acct-N7K250,DE,2023-01-14,suspended
A0001547,Acct-MACJPK,PL,2023-09-30,suspended
A0001548,Acct-BDURU1,DE,2021-09-04,suspended
A0001549,Acct-IYPDUO,DE,2024-05-02,active
A0001550,Acct-MQC8X9,DE,2022-07-23,trial
A0001551,Acct-ADN4I6,US,2022-01-07,suspended
A0001552,Acct-B1W3NY,DE,2021-11-11,suspended
A0001553,Acct-0LS2KS,DE,2022-12-12,suspended
A0001554,Acct-GP3AF5,PL,2024-10-16,active
A0001555,Acct-I3YOMU,PL,2021-02-25,suspended
A0001556,Acct-AEAIOM,DE,2023-03-02,active
A0001557,Acct-KGSIJY,FR,2022-03-17,churned
A0001558,Acct-K154UL,FR,2024-03-26,suspended
A0001559,Acct-UAYRMW,US,2021-07-16,active
A0001560,Acct-V240EL,PL,2024-07-27,churned
A0001561,Acct-JB24J9,FR,2024-10-29,churned
A0001562,Acct-6O9CNL,US,2023-07-10,churned
A0001563,Acct-UC9ER7,US,2022-05-22,active
A0001564,Acct-CDSI17,FR,2022-01-02,trial
A0001565,Acct-SRQ7EO,US,2022-02-10,active
A0001566,Acct-8M7J6F,DE,2021-03-31,active
A0001567,Acct-PLIJU6,FR,2024-10-12,active
A0001568,Acct-7EJLG9,DE,2023-11-03,active
A0001569,Acct-0UEMJV,PL,2021-02-10,active
A0001570,Acct-S9QLVE,FR,2023-09-04,trial
A0001571,Acct-TT4REJ,US,2021-05-31,active
A0001572,Acct-HXATLF,US,2024-07-19,active
A0001573,Acct-5APR1E,US,2023-05-30,trial
A0001574,Acct-TLUYIE,PL,2024-02-05,churned
A0001575,Acct-THD2SI,US,2023-07-09,trial
A0001576,Acct-XX48GU,FR,2023-01-21,suspended
A0001577,Acct-S1B508,DE,2023-11-20,active
A0001578,Acct-C52M1W,US,2021-02-21,trial
A0001579,Acct-WJY8AN,PL,2022-10-02,suspended
A0001580,Acct-946TQB,US,2022-08-23,trial
A0001581,Acct-S3S1LN,PL,2024-06-04,suspended
A0001582,Acct-9389C6,PL,2024-07-30,active
A0001583,Acct-CF94DD,FR,2024-09-10,churned
A0001584,Acct-D9YSQH,US,2023-09-08,trial
A0001585,Acct-LG4VSI,PL,2022-12-24,active
A0001586,Acct-IQZRJY,PL,2024-09-08,churned
A0001587,Acct-AFMGX7,FR,2024-03-17,suspended
A0001588,Acct-Y1APXU,FR,2022-12-01,churned
A0001589,Acct-NCQFCN,DE,2021-03-24,churned
A0001590,Acct-7C3NQW,US,2022-06-15,suspended
A0001591,Acct-HQ2OL2,DE,2022-08-15,suspended
A0001592,Acct-J0W93J,US,2024-05-09,trial
A0001593,Acct-RO4YRI,PL,2021-07-24,active
A0001594,Acct-0QOXSM,DE,2022-03-24,suspended
A0001595,Acct-1KGOK5,US,2024-04-21,trial
A0001596,Acct-JC719S,FR,2022-01-03,active
A0001597,Acct-1YPBMV,DE,2023-09-11,suspended
A0001598,Acct-9DVAZJ,FR,2022-03-18,trial
A0001599,Acct-XIJL8T,DE,2023-04-22,trial
A0001600,Acct-4ZHVVK,PL,2022-06-02,active
A0001601,Acct-PRD5Q8,US,2022-06-25,active
A0001602,Acct-CS66RZ,PL,2022-03-28,churned
A0001603,Acct-G51CXT,PL,2021-07-14,trial
A0001604,Acct-JELWPT,FR,2023-06-05,active
A0001605,Acct-EDJ5N1,PL,2024-04-12,churned
A0001606,Acct-0IKHYZ,PL,2023-06-10,trial
A0001607,Acct-UTYQ2F,FR,2023-05-28,suspended
A0001608,Acct-1PN72Z,DE,2024-01-22,active
A0001609,Acct-FT86ZE,PL,2022-12-22,trial
A0001610,Acct-7VCJ0D,US,2022-08-04,suspended
A0001611,Acct-I4EY61,PL,2023-02-19,suspended
A0001612,Acct-JB7XQY,FR,2024-03-26,suspended
A0001613,Acct-JE029G,FR,2022-11-29,active
A0001614,Acct-WX2ETJ,US,2024-10-13,churned
A0001615,Acct-4NRRNA,US,2021-08-14,trial
A0001616,Acct-LMBG93,PL,2024-06-03,trial
A0001617,Acct-S0VVAW,FR,2022-11-02,churned
A0001618,Acct-IQT6LL,PL,2023-08-15,active
A0001619,Acct-CZEXE0,PL,2021-03-18,trial
A0001620,Acct-QTN06O,US,2023-05-24,trial
A0001621,Acct-PZA5DE,DE,2022-03-27,active
A0001622,Acct-UKQ9NW,FR,2023-10-01,active
A0001623,Acct-BWW0BU,DE,2023-04-30,churned
A0001624,Acct-AC8LYL,FR,2021-01-23,active
A0001625,Acct-M9TUEW,DE,2021-07-23,trial
A0001626,Acct-V9KBPN,PL,2022-06-17,trial
A0001627,Acct-1ZWYP9,US,2021-11-06,trial
A0001628,Acct-R1STPM,DE,2024-06-23,suspended
A0001629,Acct-LGAEZ3,PL,2023-09-19,active
A0001630,Acct-SIUQCU,US,2023-03-25,active
A0001631,Acct-R7REDD,FR,2024-05-07,active
A0001632,Acct-UH3BVD,PL,2024-01-26,churned
A0001633,Acct-AHAHS2,FR,2022-11-06,suspended
A0001634,Acct-25Y07V,US,2023-08-27,suspended
A0001635,Acct-GWWB7O,US,2024-02-20,suspended
A0001636,Acct-A02TZZ,DE,2024-04-12,suspended
A0001637,Acct-903CLZ,US,2024-03-28,trial
A0001638,Acct-8PPMTP,US,2023-12-18,churned
A0001639,Acct-CR3F84,FR,2023-02-28,trial
A0001640,Acct-F1KY0A,US,2021-12-01,churned
A0001641,Acct-0NPQKO,US,2024-04-24,churned
A0001642,Acct-MQWTX3,US,2022-06-30,suspended
A0001643,Acct-DD87CF,FR,2021-12-11,suspended
A0001644,Acct-OSA8M2,DE,2024-07-21,churned
A0001645,Acct-2BEOIM,US,2021-10-17,active
A0001646,Acct-JSF15F,US,2023-11-23,trial
A0001647,Acct-MD666J,PL,2024-01-20,trial
A0001648,Acct-DSN50G,FR,2023-05-04,suspended
A0001649,Acct-SCWB0A,DE,2024-08-15,suspended
A0001650,Acct-OWZJYH,PL,2022-01-28,suspended
A0001651,Acct-ALK0AX,FR,2024-10-19,active
A0001652,Acct-H4QY12,DE,2021-11-13,suspended
A0001653,Acct-KP3E28,DE,2023-08-29,active
A0001654,Acct-SS0Z6Z,US,2022-05-18,suspended
A0001655,Acct-QUWXL2,FR,2024-01-08,churned
A0001656,Acct-JGD26R,US,2023-03-23,trial
A0001657,Acct-D0C0CK,FR,2024-07-26,suspended
A0001658,Acct-L74G7I,FR,2021-03-08,churned
A0001659,Acct-TWAR5Y,US,2024-02-25,churned
A0001660,Acct-X0YAM1,PL,2024-02-13,trial
A0001661,Acct-DK4JOW,DE,2022-03-01,active
A0001662,Acct-XW5C6U,US,2021-10-22,suspended
A0001663,Acct-ZSRWYO,US,2022-04-16,trial
A0001664,Acct-ZE6FZC,US,2022-07-05,trial
A0001665,Acct-J5LGKJ,US,2024-08-10,trial
A0001666,Acct-TSQIBY,PL,2024-03-08,churned
A0001667,Acct-G52EBG,PL,2021-02-25,suspended
A0001668,Acct-GTZB69,DE,2023-08-22,suspended
A0001669,Acct-WPGQ9L,FR,2022-05-01,active
A0001670,Acct-X8HV7M,PL,2023-08-25,active
A0001671,Acct-W2SJ0A,FR,2021-07-13,suspended
A0001672,Acct-M6DSH0,DE,2021-05-10,suspended
A0001673,Acct-2I5DLI,DE,2024-07-26,suspended
A0001674,Acct-TCNZW9,DE,2021-01-23,trial
A0001675,Acct-9QD4VR,DE,2022-05-26,trial
A0001676,Acct-XNHI91,US,2022-05-15,churned
A0001677,Acct-MRE7SC,US,2024-10-09,churned
A0001678,Acct-DIWSOJ,PL,2024-08-05,suspended
A0001679,Acct-PHD1VK,DE,2022-07-23,suspended
A0001680,Acct-92KJUW,PL,2024-03-19,suspended
A0001681,Acct-T7KMSA,FR,2021-06-22,active
A0001682,Acct-XRHLBS,DE,2023-09-18,active
A0001683,Acct-ZK82GI,US,2023-06-09,active
A0001684,Acct-WQ8HWC,DE,2024-04-04,trial
A0001685,Acct-G9TB5G,DE,2023-09-22,active
A0001686,Acct-M7WGHW,US,2023-11-01,suspended
A0001687,Acct-1Q494O,US,2021-05-09,churned
A0001688,Acct-Y1TSAA,US,2023-12-16,trial
A0001689,Acct-BFCUPG,DE,2022-03-15,active
A0001690,Acct-TDBUZ4,FR,2023-07-03,trial
A0001691,Acct-MLRDNP,PL,2022-04-21,active
A0001692,Acct-F0JWZ2,PL,2021-10-10,churned
A0001693,Acct-IFZBOX,FR,2021-01-23,churned
A0001694,Acct-CTZOU7,DE,2022-08-01,suspended
A0001695,Acct-V4D4Y3,US,2022-03-08,active
A0001696,Acct-TJ8H6E,DE,2022-02-12,suspended
A0001697,Acct-56SJL6,DE,2021-07-19,suspended
A0001698,Acct-AQATEO,PL,2023-08-10,trial
A0001699,Acct-4LC2HU,PL,2023-01-26,suspended
A0001700,Acct-7HTANX,DE,2022-04-04,active
A0001701,Acct-SXUBOX,FR,2024-07-26,churned
A0001702,Acct-8Z4YXE,FR,2022-03-14,suspended
A0001703,Acct-PUQ15K,FR,2021-12-22,trial
A0001704,Acct-QNSEYX,DE,2024-06-13,active
A0001705,Acct-Q2BRZB,DE,2022-02-25,churned
A0001706,Acct-64DH3Z,US,2023-10-05,trial
A0001707,Acct-70BVRW,PL,2021-05-09,suspended
A0001708,Acct-42M0UQ,PL,2022-01-29,churned
A0001709,Acct-CR0M4Q,US,2022-01-04,suspended
A0001710,Acct-EITRNT,DE,2022-12-02,trial
A0001711,Acct-1TN6MU,PL,2023-11-09,suspended
A0001712,Acct-8MHLLC,PL,2021-10-23,active
A0001713,Acct-PDMFRF,PL,2021-12-20,trial
A0001714,Acct-QEVE4J,PL,2023-07-24,churned
A0001715,Acct-S4VL6K,DE,2021-01-12,trial
A0001716,Acct-LJOE58,DE,2024-04-02,churned
A0001717,Acct-3CTKNW,FR,2024-06-28,suspended
A0001718,Acct-E77SYR,DE,2023-02-14,active
A0001719,Acct-38EB8I,PL,2023-07-04,active
A0001720,Acct-U2YCGA,FR,2022-02-13,active
A0001721,Acct-ULDBZG,FR,2021-08-28,active
A0001722,Acct-8IMCD7,PL,2021-04-25,active
A0001723,Acct-4XEGP7,PL,2021-11-07,trial
A0001724,Acct-X34WE7,FR,2024-05-27,trial
A0001725,Acct-VCO3K2,DE,2021-12-06,churned
A0001726,Acct-JEE9UB,PL,2023-06-28,active
A0001727,Acct-GQOGU9,US,2024-02-19,suspended
A0001728,Acct-GKELKP,PL,2024-09-21,churned
A0001729,Acct-GPMZD0,PL,2021-03-08,suspended
A0001730,Acct-K4D1I3,FR,2021-04-10,trial
A0001731,Acct-NBHP3Y,DE,2021-09-21,suspended
A0001732,Acct-70LVAS,DE,2023-05-31,suspended
A0001733,Acct-5QKA4M,DE,2021-11-16,churned
A0001734,Acct-YWCFYG,PL,2024-10-12,active
A0001735,Acct-LGKCIC,US,2022-01-31,active
A0001736,Acct-IIK6SE,US,2022-05-12,churned
A0001737,Acct-586NNG,PL,2023-01-06,churned
A0001738,Acct-4Y2F0B,DE,2021-07-08,trial
A0001739,Acct-QF9MQA,FR,2021-05-05,trial
A0001740,Acct-HDSNTH,US,2021-02-21,churned
A0001741,Acct-MD64OT,DE,2023-02-06,active
A0001742,Acct-VOFZLS,PL,2022-01-24,active
A0001743,Acct-RIFW86,FR,2024-02-15,suspended
A0001744,Acct-30SQAH,FR,2024-04-13,active
A0001745,Acct-VCOTQ7,US,2024-03-06,churned
A0001746,Acct-MY2512,PL,2024-04-23,active
A0001747,Acct-IWWM64,US,2021-09-24,churned
A0001748,Acct-746LWF,US,2024-05-05,trial
A0001749,Acct-DVBNLS,DE,2021-04-07,trial
A0001750,Acct-EA6N6R,DE,2022-12-04,suspended
A0001751,Acct-N126HV,FR,2021-01-24,churned
A0001752,Acct-TCXEZE,FR,2022-02-05,trial
A0001753,Acct-WPCTAQ,PL,2023-09-25,churned
A0001754,Acct-UYGBRU,DE,2023-06-05,suspended
A0001755,Acct-JUVO0Z,PL,2023-06-12,churned
A0001756,Acct-A3DFAM,US,2024-05-28,active
A0001757,Acct-R22EV8,PL,2023-09-09,trial
A0001758,Acct-7U5QMQ,FR,2021-07-01,churned
A0001759,Acct-0V1NSB,US,2024-10-05,suspended
A0001760,Acct-BU0R7I,DE,2024-01-25,trial
A0001761,Acct-T59UN2,US,2024-04-05,trial
A0001762,Acct-IE9VKR,DE,2024-09-01,active
A0001763,Acct-0AHDYB,US,2022-07-22,churned
A0001764,Acct-YHS95J,PL,2022-01-29,suspended
A0001765,Acct-NE1BG8,US,2021-03-21,suspended
A0001766,Acct-NOPXXB,FR,2022-05-08,trial
A0001767,Acct-3KN5UB,PL,2022-08-23,active
A0001768,Acct-THGBQV,DE,2024-08-07,suspended
A0001769,Acct-O8P03M,US,2023-11-20,churned
A0001770,Acct-YMQQIK,FR,2022-01-30,churned
A0001771,Acct-BIASDX,DE,2023-04-24,suspended
A0001772,Acct-VGCQ86,PL,2022-09-19,active
A0001773,Acct-DO0QCD,DE,2021-03-14,trial
A0001774,Acct-FUUJF4,PL,2021-12-01,active
A0001775,Acct-ART9DN,DE,2022-08-07,churned
A0001776,Acct-E550XX,FR,2023-01-25,churned
A0001777,Acct-VRIXKZ,PL,2021-05-13,active
A0001778,Acct-2EI5OI,US,2021-04-08,suspended
A0001779,Acct-DAG4P0,PL,2022-06-07,suspended
A0001780,Acct-P7YUXT,DE,2023-08-19,active
A0001781,Acct-KJ9LV0,FR,2023-03-16,churned
A0001782,Acct-YUFR4W,FR,2021-04-11,churned
A0001783,Acct-JXXIPP,PL,2021-10-09,active
A0001784,Acct-G9PQFQ,US,2023-02-20,suspended
A0001785,Acct-L3DB6G,DE,2022-12-29,active
A0001786,Acct-7ICBOG,DE,2021-10-09,trial
A0001787,Acct-54R23V,PL,2022-05-02,trial
A0001788,Acct-EMO7Q4,PL,2021-10-20,trial
A0001789,Acct-9OF97Q,US,2022-08-08,active
A0001790,Acct-UTE421,DE,2022-11-20,churned
A0001791,Acct-I9IF4O,DE,2023-07-12,active
A0001792,Acct-GDZKB6,DE,2024-08-20,suspended
A0001793,Acct-DRGL9O,PL,2022-09-23,trial
A0001794,Acct-1GM55Z,FR,2022-09-24,churned
A0001795,Acct-MDYDXC,PL,2024-05-31,churned
A0001796,Acct-213CO8,US,2024-09-12,trial
A0001797,Acct-VDASXL,DE,2023-04-28,trial
A0001798,Acct-3N8LA9,DE,2024-08-31,trial
A0001799,Acct-KN0AZQ,US,2021-09-21,trial
A0001800,Acct-VYIG5I,DE,2024-03-27,trial
A0001801,Acct-I0NQES,PL,2024-09-14,churned
A0001802,Acct-RL3Y67,US,2022-01-31,suspended
A0001803,Acct-GUTTB5,DE,2023-07-26,suspended
A0001804,Acct-MAAJ2Q,DE,2022-03-11,trial
A0001805,Acct-CXUM0A,US,2023-05-12,active
A0001806,Acct-RVVVWY,US,2022-04-16,suspended
A0001807,Acct-QXJKNS,US,2022-03-20,active
A0001808,Acct-H6BEW6,FR,2022-02-08,churned
A0001809,Acct-B2B4FO,US,2023-01-21,trial
A0001810,Acct-QAB82Z,US,2023-05-24,active
A0001811,Acct-AYEDDO,DE,2021-01-22,churned
A0001812,Acct-5T24N3,US,2023-03-03,suspended
A0001813,Acct-9O1C6A,FR,2021-06-19,active
A0001814,Acct-XRU1OA,DE,2021-05-11,churned
A0001815,Acct-BQV6B7,PL,2023-07-21,active
A0001816,Acct-RB7PDM,FR,2021-06-10,active
A0001817,Acct-PT3QWL,FR,2024-04-07,active
A0001818,Acct-HXR3SR,PL,2022-10-02,suspended
A0001819,Acct-T5LAPL,DE,2021-06-10,churned
A0001820,Acct-107FPR,PL,2024-07-16,churned
A0001821,Acct-RJ59ZK,PL,2023-06-24,churned
A0001822,Acct-48VHI8,PL,2023-08-24,suspended
A0001823,Acct-4J2LN7,US,2023-08-19,active
A0001824,Acct-11MQ31,FR,2022-05-09,active
A0001825,Acct-80KRWW,PL,2024-03-12,trial
A0001826,Acct-27SGZ7,FR,2021-06-03,trial
A0001827,Acct-93GC7A,PL,2021-11-05,churned
A0001828,Acct-SWI4QU,FR,2021-02-27,trial
A0001829,Acct-B5H6SK,FR,2023-08-01,churned
A0001830,Acct-KILGL2,PL,2023-06-08,suspended
A0001831,Acct-UF4T0Z,PL,2021-10-25,active
A0001832,Acct-R612DK,DE,2024-01-05,suspended
A0001833,Acct-BU14PH,PL,2024-10-08,trial
A0001834,Acct-A4RRWX,FR,2021-12-17,suspended
A0001835,Acct-L1A05C,FR,2021-08-18,active
A0001836,Acct-LA6LF7,US,2024-10-13,active
A0001837,Acct-BYR8RV,PL,2023-04-04,active
A0001838,Acct-IKUSNH,FR,2023-11-15,churned
A0001839,Acct-UUZSRO,DE,2022-01-12,suspended
A0001840,Acct-87UDPX,FR,2021-11-19,active
A0001841,Acct-NR3KL8,PL,2023-08-04,suspended
A0001842,Acct-PRJTIR,US,2021-03-01,trial
A0001843,Acct-T5CO62,PL,2023-06-18,active
A0001844,Acct-RFNIT9,PL,2021-05-13,trial
A0001845,Acct-MMCTUY,DE,2024-03-05,active
A0001846,Acct-R6BGEB,FR,2022-02-15,active
A0001847,Acct-6IBDNR,PL,2021-05-10,churned
A0001848,Acct-P259YD,DE,2022-04-23,active
A0001849,Acct-K3MNPY,DE,2022-10-31,active
A0001850,Acct-59IJEH,US,2021-10-10,suspended
A0001851,Acct-MXXTKI,DE,2023-05-10,churned
A0001852,Acct-MLA1ZG,DE,2023-10-20,active
A0001853,Acct-3PPF8O,PL,2022-09-30,trial
A0001854,Acct-W5RIVT,DE,2023-04-23,churned
A0001855,Acct-132F6M,FR,2021-03-23,trial
A0001856,Acct-AOON4J,US,2023-05-27,suspended
A0001857,Acct-DXZWN2,US,2022-03-22,active
A0001858,Acct-6D80MH,PL,2022-02-08,churned
A0001859,Acct-QNWRSM,PL,2021-03-23,churned
A0001860,Acct-S0CO1S,DE,2024-09-28,churned
A0001861,Acct-O2U0U2,PL,2024-02-01,suspended
A0001862,Acct-NRE516,US,2023-03-06,churned
A0001863,Acct-PML8VE,US,2022-10-18,churned
A0001864,Acct-RMVCM8,FR,2024-03-27,active
A0001865,Acct-OOYDTQ,PL,2022-10-26,churned
A0001866,Acct-2FBK1K,US,2022-09-27,suspended
A0001867,Acct-J0PRT5,US,2023-04-17,trial
A0001868,Acct-9XUF12,FR,2022-12-13,active
A0001869,Acct-TCTWSO,DE,2022-01-07,active
A0001870,Acct-6CQNG2,PL,2022-08-17,trial
A0001871,Acct-Q0ZW4T,PL,2021-10-12,active
A0001872,Acct-7DFTNC,DE,2022-04-12,trial
A0001873,Acct-8MH4PB,FR,2022-03-19,churned
A0001874,Acct-NUBGPH,PL,2021-03-24,trial
A0001875,Acct-JDKWWK,PL,2022-06-06,trial
A0001876,Acct-EZYWOX,PL,2024-03-09,suspended
A0001877,Acct-11O2GC,PL,2022-07-06,suspended
A0001878,Acct-OZTSNY,PL,2023-09-02,trial
A0001879,Acct-IIMHUN,PL,2021-01-26,active
A0001880,Acct-4SB6HZ,PL,2024-06-18,suspended
A0001881,Acct-7N4ICE,PL,2022-11-23,suspended
A0001882,Acct-HTPRO3,US,2022-07-04,trial
A0001883,Acct-93940C,US,2021-03-22,active
A0001884,Acct-QTYVEP,FR,2024-04-06,active
A0001885,Acct-K0STJ8,US,2021-05-23,active
A0001886,Acct-HM0FOB,FR,2022-04-02,active
A0001887,Acct-OS5XBU,PL,2021-05-21,trial
A0001888,Acct-X3S5RG,US,2022-07-21,trial
A0001889,Acct-7R27MD,DE,2022-01-27,active
A0001890,Acct-F56SNV,US,2023-02-17,suspended
A0001891,Acct-5XDIR1,DE,2022-05-26,trial
A0001892,Acct-E68P8K,PL,2021-06-15,trial
A0001893,Acct-QRUPC7,DE,2022-03-25,active
A0001894,Acct-GIMPHO,PL,2023-07-23,trial
A0001895,Acct-WQAJ32,PL,2024-09-02,active
A0001896,Acct-9BQJ8O,PL,2022-11-06,active
A0001897,Acct-Y2CJ5H,US,2021-04-25,suspended
A0001898,Acct-NSYBB7,DE,2022-05-22,active
A0001899,Acct-41HFSW,PL,2024-10-06,suspended
A0001900,Acct-1NIDDK,US,2023-04-21,trial
A0001901,Acct-Q1DVU1,FR,2024-07-27,churned
A0001902,Acct-SIQ2RF,US,2021-12-11,active
A0001903,Acct-2YDH96,FR,2021-04-01,suspended
A0001904,Acct-DJ9EUK,FR,2021-09-17,active
A0001905,Acct-354OTP,FR,2023-07-17,churned
A0001906,Acct-BZ5S0B,US,2022-12-08,churned
A0001907,Acct-BYK9QY,FR,2023-04-26,active
A0001908,Acct-W7SJAE,DE,2022-03-03,churned
A0001909,Acct-R8ER7E,PL,2023-03-06,trial
A0001910,Acct-YHXIUE,FR,2021-04-12,active
A0001911,Acct-2J8Q93,US,2023-11-20,suspended
A0001912,Acct-HD87AL,PL,2024-04-17,trial
A0001913,Acct-Z7LDM6,DE,2022-12-19,trial
A0001914,Acct-E370E7,DE,2023-04-08,active
A0001915,Acct-IR63VN,PL,2022-09-10,active
A0001916,Acct-YFYT7A,PL,2022-12-12,suspended
A0001917,Acct-08A0GG,FR,2024-09-03,suspended
A0001918,Acct-EAGCAJ,US,2022-08-24,trial
A0001919,Acct-T1D43X,DE,2024-06-22,suspended
A0001920,Acct-5SVPD4,FR,2023-01-18,churned
A0001921,Acct-N9OSBC,DE,2023-05-03,trial
A0001922,Acct-W495WM,FR,2024-02-12,trial
A0001923,Acct-UV8580,FR,2023-09-23,trial
