product_id,sku,category,currency,region_code,active,created_date,price
P000802,SKU-G402WFMW,accessories,EUR,R05,True,2023-04-18,6.65
P000803,SKU-H1MJCON0,accessories,USD,R19,True,2023-04-18,12.78
P000804,SKU-GFBUE5A1,services,EUR,R16,True,2023-11-22,24.56
P000805,SKU-SRW8MHL8,gadgets,EUR,R16,True,2024-02-26,10.05
P000806,SKU-Z1K5UZJB,gadgets,USD,R08,True,2024-01-19,47.46
P000807,SKU-66ANZTBS,gadgets,EUR,R22,False,2023-03-26,29.88
P000808,SKU-HK2UDTIJ,services,USD,R04,True,2024-09-15,16.3
P000809,SKU-5S2X1YFW,gadgets,USD,R08,True,2023-11-30,19.45
P000810,SKU-PQDG75Z7,services,EUR,R11,True,2024-01-30,67.83
P000811,SKU-01RLGA5R,accessories,PLN,R18,True,2024-10-17,38.92
P000812,SKU-NTWL24LJ,accessories,EUR,R20,True,2023-10-22,27.89
P000813,SKU-Y6H5K6RX,accessories,EUR,R21,True,2023-10-04,9.49
P000814,SKU-KLK307RQ,gadgets,EUR,R25,True,2024-01-10,59.01
P000815,SKU-SV55DDP9,widgets,PLN,R03,True,2024-09-01,41.74
P000816,SKU-3VUCCCWF,accessories,EUR,R10,True,2023-06-21,20.31
P000817,SKU-BCT7Y3DO,accessories,GBP,R13,True,2023-12-29,15.96
P000818,SKU-C1NCVCU8,widgets,USD,R25,True,2024-04-30,19.83
P000819,SKU-3I0ALDEX,gadgets,EUR,R17,True,2023-11-09,10.79
P000820,SKU-3W5F5G9Y,accessories,EUR,R06,True,2024-11-10,16.74
P000821,SKU-CNIIWPFY,gadgets,USD,R23,True,2023-07-24,35.09
P000822,SKU-9VRZ72WZ,widgets,USD,R02,True,2024-02-26,7.5
P000823,SKU-LROV8OEZ,services,EUR,R20,True,2023-02-22,18.39
P000824,SKU-ODHE317O,accessories,PLN,R01,True,2023-02-20,23.77
P000825,SKU-PQVHPYGK,widgets,PLN,R16,True,2023-05-20,23.62
P000826,SKU-F3JV00Z9,services,EUR,R04,True,2023-10-26,10.94
P000827,SKU-N2AW164S,gadgets,EUR,R14,True,2023-11-28,10.92
P000828,SKU-WNSUEWIK,widgets,USD,R12,True,2024-05-11,42.67
P000829,SKU-3ZFDCQOC,services,EUR,R12,True,2023-10-29,10.65
P000830,SKU-8TJN8WIL,accessories,EUR,R20,True,2023-03-14,40.66
P000831,SKU-FZ3BQDES,widgets,EUR,R02,False,2024-07-20,16.62
P000832,SKU-ENFQXL0U,services,USD,R11,True,2024-05-07,42.43
P000833,SKU-125FT5UF,services,EUR,R24,True,2023-06-15,17.24
P000834,SKU-PL2LQZ1I,widgets,EUR,R02,True,2024-05-18,11.02
P000835,SKU-TSDKT4RI,services,USD,R15,True,2024-08-23,37.11
P000836,SKU-EC4OIQWM,widgets,PLN,R07,True,2024-02-11,21.97
P000837,SKU-QOJBN1OV,gadgets,PLN,R12,True,2023-05-24,52.94
P000838,SKU-TIBNKE3Q,services,EUR,R18,True,2023-11-04,37.91
P000839,SKU-BVMV7VZ4,accessories,USD,R19,True,2023-03-18,19.34
P000840,SKU-L6O1B0KO,services,EUR,R24,True,2023-02-24,16.95
P000841,SKU-T9A57B4O,services,USD,R15,True,2024-06-28,22.51
P000842,SKU-2AE7WR4W,widgets,EUR,R24,True,2023-10-26,24.88
P000843,SKU-IAW4O2AD,widgets,GBP,R19,True,2023-03-01,13.08
P000844,SKU-3Z39J1QE,widgets,EUR,R24,True,2024-01-27,36.79
P000845,SKU-E8TGNUME,widgets,USD,R15,True,2023-02-24,17.49
P000846,SKU-KPRY156T,accessories,EUR,R14,True,2023-11-19,17.22
P000847,SKU-7QAFGUZR,gadgets,PLN,R15,True,2023-08-11,16.05
P000848,SKU-L47MHPR2,gadgets,PLN,R19,True,2024-09-02,25.5
P000849,SKU-F4KQASXJ,accessories,EUR,R19,True,2024-10-25,14.65
P000850,SKU-RA93VHK9,services,EUR,R20,True,2024-02-29,24.07
P000851,SKU-CC3N8YE7,widgets,GBP,R23,True,2024-01-28,116.74
P000852,SKU-GN8N8OIS,services,EUR,R12,True,2024-08-06,21.5
P000853,SKU-1LOLRS7T,gadgets,EUR,R20,False,2023-03-17,17.11
P000854,SKU-6YND8RTQ,gadgets,EUR,R03,True,2023-02-10,8.16
P000855,SKU-8Y3CVQMP,accessories,EUR,R02,False,2024-05-27,22.88
P000856,SKU-4XPE03NG,gadgets,USD,R23,True,2023-05-15,11.41
P000857,SKU-HJFYRWNP,widgets,EUR,R23,True,2024-05-25,17.72
P000858,SKU-UP7ASZO9,widgets,EUR,R19,True,2023-11-18,24.31
P000859,SKU-47T2ZVU2,widgets,EUR,R11,True,2023-01-14,7.86
P000860,SKU-4BF8ZAV2,widgets,EUR,R04,True,2024-09-29,24.4
P000861,SKU-MBDKCIUS,accessories,EUR,R16,True,2023-11-19,26.65
P000862,SKU-43XBT7XE,services,EUR,R21,True,2023-12-09,10.19
P000863,SKU-B6B2DK8J,widgets,EUR,R16,True,2023-02-22,17.54
P000864,SKU-N3BX6AXQ,gadgets,EUR,R19,True,2024-09-11,7.4
P000865,SKU-JO56OV6P,widgets,PLN,R10,True,2023-05-14,57.13
P000866,SKU-GGF9LU8S,gadgets,EUR,R21,True,2023-08-02,27.07
P000867,SKU-EQWDJA1I,widgets,USD,R08,True,2023-11-22,19.93
P000868,SKU-9SQNXYQZ,widgets,EUR,R07,True,2023-12-03,20.12
P000869,SKU-B13UU7FK,services,USD,R21,True,2024-09-07,43.77
P000870,SKU-LNW8XNGD,accessories,GBP,R10,True,2024-07-28,20.98
P000871,SKU-2LO9U22G,widgets,EUR,R18,True,2023-09-24,27.07
P000872,SKU-BXFNX92B,gadgets,USD,R02,False,2023-09-06,55.21
P000873,SKU-1B0RR6WN,accessories,EUR,R19,True,2024-05-20,18.03
P000874,SKU-PG8UYYRJ,widgets,EUR,R09,True,2024-04-17,11.52
P000875,SKU-B1C4E179,widgets,USD,R04,True,2023-05-04,13.54
P000876,SKU-O2UBV2OE,widgets,USD,R24,True,2023-10-19,52.31
P000877,SKU-ZIPXPTTD,services,PLN,R21,True,2024-05-23,23.45
P000878,SKU-PB7UVLZS,services,USD,R14,True,2024-06-02,16.42
P000879,SKU-DZOUZ5CD,accessories,EUR,R25,True,2023-03-05,39.81
P000880,SKU-GYEN4053,services,EUR,R19,True,2024-08-08,40.4
P000881,SKU-TL7JMKBT,accessories,USD,R14,True,2023-01-21,16.69
P000882,SKU-6FCGR9JD,gadgets,USD,R14,True,2024-10-14,12.39
P000883,SKU-5WWVP2JD,accessories,EUR,R15,True,2024-05-06,8.65
P000884,SKU-K0H7SFAE,services,EUR,R22,True,2023-09-15,7.57
P000885,SKU-R3B0C4ZF,services,EUR,R15,True,2023-12-22,18.93
P000886,SKU-33661TGW,services,EUR,R17,True,2023-07-03,12.99
P000887,SKU-Z0IAGMRK,widgets,EUR,R07,True,2024-06-07,67.7
P000888,SKU-IQC5ICQL,widgets,EUR,R02,True,2024-06-02,22.99
P000889,SKU-EKHBDQM9,widgets,USD,R16,True,2023-02-27,6.92
P000890,SKU-1AWNMLEI,gadgets,EUR,R02,True,2023-09-24,52.0
P000891,SKU-TC3ZZY68,widgets,USD,R14,False,2023-03-07,24.46
P000892,SKU-MNSGJM85,services,PLN,R08,True,2023-11-04,33.89
P000893,SKU-P9H7JWOH,gadgets,EUR,R25,False,2024-10-10,33.42
P000894,SKU-BOS7G7ZV,services,EUR,R11,True,2023-04-15,26.52
P000895,SKU-Y3NEVU0Y,gadgets,EUR,R07,False,2023-09-13,30.39
P000896,SKU-DDU2BS8W,accessories,PLN,R06,True,2023-03-30,25.62
P000897,SKU-5H5H1VFG,accessories,USD,R23,True,2024-04-20,11.43
P000898,SKU-K9R6GMRS,widgets,EUR,R25,True,2024-02-24,27.66
P000899,SKU-NW0YYAFR,services,EUR,R24,False,2023-06-20,41.03
P000900,SKU-NW5HQNKJ,gadgets,USD,R14,True,2023-05-06,19.57
P000901,SKU-NA8PJWGJ,services,USD,R16,False,2023-11-16,30.9
P000902,SKU-RFTHCHKB,accessories,EUR,R03,True,2024-10-16,28.55
P000903,SKU-MCOFN1WO,gadgets,USD,R18,True,2023-02-02,65.98
P000904,SKU-RSTW57OD,accessories,EUR,R01,True,2023-07-13,19.07
P000905,SKU-Q28276V3,accessories,EUR,R16,True,2023-08-31,18.63
P000906,SKU-7HNQME6M,gadgets,PLN,R17,True,2023-09-05,20.69
P000907,SKU-UDJWFEDZ,widgets,EUR,R18,True,2023-10-14,20.88
P000908,SKU-QB28Y1P9,widgets,EUR,R04,True,2024-08-29,5.68
P000909,SKU-IFKVJY9Z,accessories,EUR,R09,True,2024-08-29,15.1
P000910,SKU-3MIREVWP,services,EUR,R05,True,2024-05-30,26.57
P000911,SKU-0X7IYAZR,accessories,EUR,R06,True,2024-03-01,22.09
P000912,SKU-E6161ICE,widgets,EUR,R16,True,2023-12-18,13.74
P000913,SKU-87DPR5QI,services,EUR,R05,False,2024-03-29,14.9
P000914,SKU-3ELKXPZY,services,USD,R14,True,2023-08-17,17.93
P000915,SKU-T368AOBO,accessories,EUR,R13,True,2023-05-17,13.72
P000916,SKU-Y4XRXBMB,accessories,EUR,R03,True,2023-09-07,16.32
P000917,SKU-7BA4GH2V,widgets,EUR,R21,True,2023-09-11,16.06
P000918,SKU-STF0FY30,services,EUR,R08,True,2023-05-02,37.99
P000919,SKU-3Q4P65VE,widgets,EUR,R23,True,2023-06-14,40.85
P000920,SKU-NCTAT5T3,accessories,PLN,R04,True,2024-05-31,38.87
P000921,SKU-8932QH8S,gadgets,USD,R19,True,2024-02-22,28.67
P000922,SKU-LKWUI8RY,widgets,USD,R01,True,2024-04-06,14.51
P000923,SKU-3UQO5Q1J,services,EUR,R18,False,2023-12-04,39.48
P000924,SKU-NPYDZTU1,widgets,EUR,R08,True,2024-01-10,18.38
P000925,SKU-LU80P9LJ,services,USD,R20,True,2023-11-20,22.51
P000926,SKU-92JEMACQ,widgets,USD,R14,True,2024-09-08,49.55
P000927,SKU-GSC2OIEZ,accessories,EUR,R23,True,2023-07-03,23.35
P000928,SKU-7OZGIJ94,gadgets,EUR,R01,True,2023-09-05,25.75
P000929,SKU-0QDVRMBQ,gadgets,USD,R24,True,2024-11-01,9.51
P000930,SKU-8RFT0NOU,widgets,EUR,R06,True,2023-09-17,29.73
P000931,SKU-KWS3NENW,gadgets,PLN,R16,False,2023-03-12,12.33
P000932,SKU-478KQHXN,services,EUR,R04,True,2023-11-29,40.74
P000933,SKU-R00L6Q3C,services,EUR,R09,True,2024-06-08,19.87
P000934,SKU-FWN3XEKC,accessories,EUR,R15,True,2024-11-14,5.8
P000935,SKU-NZ4EMDMQ,gadgets,EUR,R20,True,2024-09-01,17.91
P000936,SKU-5NPG9HIB,services,EUR,R24,True,2023-06-24,19.36
P000937,SKU-UWPFPY9P,accessories,EUR,R25,True,2024-04-22,29.7
P000938,SKU-K56VYX2R,gadgets,EUR,R05,True,2024-11-10,33.19
P000939,SKU-XSI90NHN,widgets,EUR,R10,True,2024-07-19,18.23
P000940,SKU-ERIYM0WA,widgets,EUR,R25,True,2023-06-15,40.76
P000941,SKU-Z8668Q2Q,gadgets,USD,R19,True,2023-10-08,3.32
P000942,SKU-ZLF1RM59,widgets,EUR,R06,True,2023-11-05,14.46
P000943,SKU-FDGALQDY,services,USD,R24,True,2023-07-17,11.39
P000944,SKU-351N5XT8,gadgets,EUR,R03,True,2024-06-20,10.46
P000945,SKU-S0I3OZ0T,accessories,EUR,R17,True,2023-04-15,39.48
P000946,SKU-GFJNUAQP,widgets,USD,R23,True,2023-11-11,36.51
P000947,SKU-M6QUFJY1,widgets,EUR,R01,True,2024-11-23,13.94
P000948,SKU-UCYZITJC,gadgets,EUR,R01,False,2023-11-07,45.01
P000949,SKU-IX208HJK,accessories,USD,R17,True,2024-10-28,23.59
P000950,SKU-N7VTT1SZ,services,EUR,R12,False,2024-08-04,17.24
P000951,SKU-FWRP5YWR,accessories,EUR,R19,True,2023-03-26,14.65
P000952,SKU-OIRBRY17,services,EUR,R10,True,2023-12-24,13.92
P000953,SKU-E5AHUC4V,widgets,EUR,R16,True,2024-07-05,29.48
P000954,SKU-GQAG6NP6,accessories,EUR,R15,True,2023-06-17,32.79
P000955,SKU-CQ8M66FZ,services,EUR,R12,True,2024-01-20,25.61
P000956,SKU-W68Y7V2D,services,EUR,R16,True,2024-02-03,6.49
P000957,SKU-I015X8KO,services,USD,R04,True,2023-04-20,26.52
P000958,SKU-ZXNGF72C,gadgets,EUR,R14,True,2023-04-23,31.16
P000959,SKU-PCE7BVDM,accessories,USD,R22,True,2023-08-18,14.86
P000960,SKU-JDMMXQIE,widgets,EUR,R04,True,2023-08-11,22.78
P000961,SKU-EWBVVAKJ,widgets,PLN,R24,True,2024-08-30,7.25
P000962,SKU-OUWQFF0A,gadgets,EUR,R23,True,2023-08-28,10.61
P000963,SKU-OIIM9LQD,services,EUR,R06,True,2023-10-03,18.27
P000964,SKU-E2E4QTXC,widgets,EUR,R24,True,2023-12-02,18.43
P000965,SKU-IF887IK8,gadgets,EUR,R01,True,2024-01-15,27.41
P000966,SKU-GUFBFW7E,accessories,EUR,R17,True,2023-10-11,10.89
P000967,SKU-51X06D9B,accessories,EUR,R25,True,2023-02-19,18.09
P000968,SKU-CS99QHE7,widgets,EUR,R13,True,2024-08-24,16.55
P000969,SKU-9TJCFK7C,accessories,EUR,R14,True,2024-09-23,30.47
P000970,SKU-SSBYID6T,services,GBP,R14,True,2023-11-12,52.07
P000971,SKU-Y6ZTYTKZ,gadgets,EUR,R09,True,2023-08-03,62.34
P000972,SKU-WLRK9ZML,services,USD,R13,True,2024-01-02,8.66
P000973,SKU-AT7DM7DR,widgets,USD,R02,True,2024-04-02,21.57
P000974,SKU-F12W18YF,gadgets,USD,R20,True,2024-11-14,11.39
P000975,SKU-Y81IZVD5,gadgets,EUR,R14,True,2024-05-13,21.35
P000976,SKU-D2AER5Y6,accessories,USD,R21,True,2023-03-05,28.61
P000977,SKU-GG9XF7AO,widgets,EUR,R18,True,2023-12-08,23.31
P000978,SKU-PQTX2DHW,accessories,EUR,R06,True,2024-03-06,21.55
P000979,SKU-X4NDMIIU,accessories,PLN,R02,True,2023-04-30,54.05
P000980,SKU-T32IO92N,gadgets,EUR,R06,True,2023-12-09,34.21
P000981,SKU-MJFTYY62,widgets,EUR,R09,True,2024-04-08,18.85
P000982,SKU-G1MTJURA,accessories,USD,R20,True,2023-12-23,22.52
P000983,SKU-SZX62EMV,accessories,USD,R20,True,2024-06-26,37.43
P000984,SKU-SXM5PSGW,widgets,PLN,R22,True,2023-08-29,32.0
P000985,SKU-TO310S7U,services,GBP,R16,True,2024-10-10,17.2
P000986,SKU-Z81ZL98X,widgets,EUR,R06,True,2023-11-22,7.65
P000987,SKU-TKAMVMUJ,widgets,EUR,R15,True,2024-02-10,10.9
P000988,SKU-O8NJ5WR7,gadgets,EUR,R09,True,2023-05-27,24.23
P000989,SKU-7HN9SSLI,gadgets,USD,R24,True,2024-02-06,7.6
P000990,SKU-DHSWZSX0,accessories,USD,R19,True,2024-02-04,20.26
P000991,SKU-PL3130DL,gadgets,USD,R23,True,2023-05-21,16.91
P000992,SKU-MTJHNBRY,services,GBP,R07,True,2023-05-12,40.43
P000993,SKU-CFZBKMTE,gadgets,EUR,R01,True,2023-12-26,10.07
P000994,SKU-VRTDIVCH,gadgets,USD,R19,True,2024-04-30,6.97
P000995,SKU-HSAP95BL,services,USD,R02,True,2023-06-11,17.26
P000996,SKU-D581A7A6,services,EUR,R03,True,2023-06-15,32.49
P000997,SKU-YI6F87IA,services,EUR,R08,True,2023-04-07,42.18
P000998,SKU-C08DTEQG,widgets,USD,R20,True,2023-11-02,12.86
P000999,SKU-IHG2BZE0,accessories,EUR,R23,True,2023-05-19,29.43
P001000,SKU-A1MYUPAH,gadgets,EUR,R10,True,2023-09-13,11.39
P001001,SKU-7MBQAPA5,widgets,EUR,R14,True,2023-02-09,14.16
P001002,SKU-5MAQ5WY9,accessories,EUR,R19,True,2024-04-05,31.2
P001003,SKU-Z5J8B9IU,accessories,EUR,R23,False,2024-09-06,34.15
P001004,SKU-G2JU4ZSB,widgets,USD,R18,True,2023-02-27,12.19
P001005,SKU-0EN9BH3N,gadgets,USD,R04,True,2023-10-13,29.52
P001006,SKU-AQX983UX,gadgets,USD,R16,True,2023-02-19,7.23
P001007,SKU-PJB5VMFM,gadgets,PLN,R17,True,2023-06-10,19.66
P001008,SKU-2K45WTR2,accessories,GBP,R25,True,2024-01-26,11.24
P001009,SKU-7EPSVO1Q,gadgets,EUR,R22,True,2024-08-07,13.67
P001010,SKU-ESO4735M,widgets,GBP,R02,True,2024-07-03,10.32
P001011,SKU-XLETU5ZP,gadgets,USD,R05,True,2023-05-08,30.94
P001012,SKU-DTBQBDFX,accessories,EUR,R04,True,2024-02-10,30.95
P001013,SKU-TZXDHCTE,services,GBP,R14,True,2023-12-06,14.66
P001014,SKU-RCUB27L3,gadgets,USD,R20,True,2023-04-07,27.81
P001015,SKU-2BSWQGO2,accessories,EUR,R24,True,2024-09-22,25.97
P001016,SKU-FKTTP3U2,accessories,EUR,R21,True,2023-04-18,20.55
P001017,SKU-MMPN04WD,widgets,EUR,R14,True,2023-06-07,81.04
P001018,SKU-LVBNY9FS,accessories,EUR,R03,True,2023-07-28,13.4
P001019,SKU-7TODXL2Y,services,PLN,R20,True,2023-06-24,22.39
P001020,SKU-K6GG40Y6,services,EUR,R20,True,2023-11-02,17.65
P001021,SKU-S6T84D1X,accessories,EUR,R15,True,2023-01-23,17.76
P001022,SKU-2R2I20EK,widgets,EUR,R13,True,2023-10-29,24.43
P001023,SKU-5JV273H8,gadgets,EUR,R01,True,2023-04-13,18.6
P001024,SKU-V6YEFB41,widgets,EUR,R01,True,2024-03-23,13.25
P001025,SKU-1ZIFDEP7,widgets,USD,R22,True,2024-03-14,23.92
P001026,SKU-Q1LDMFA0,gadgets,EUR,R01,True,2023-01-18,45.12
P001027,SKU-IX1G2S9R,accessories,EUR,R12,True,2024-02-24,39.08
P001028,SKU-JBY4QEBT,widgets,USD,R02,True,2024-10-08,25.07
P001029,SKU-T9VF4PGK,gadgets,EUR,R22,True,2023-07-11,14.28
P001030,SKU-4YS3E17N,accessories,EUR,R16,False,2023-05-10,24.83
P001031,SKU-8E76PKBF,services,EUR,R18,True,2023-04-08,42.55
P001032,SKU-AKNX0VK9,accessories,USD,R23,True,2023-02-23,45.36
P001033,SKU-ZTWNP9KI,widgets,EUR,R23,True,2024-04-08,27.54
P001034,SKU-39IB6IUB,widgets,EUR,R22,True,2024-08-04,17.84
P001035,SKU-6Y73P61Z,gadgets,USD,R20,True,2023-12-11,19.66
P001036,SKU-XHZ90L2J,widgets,EUR,R25,False,2023-09-25,35.28
P001037,SKU-NK4Y2C13,gadgets,PLN,R15,True,2024-08-21,33.51
P001038,SKU-S7D2G33L,services,GBP,R11,True,2024-05-06,7.73
P001039,SKU-9EI6H6NQ,widgets,EUR,R17,True,2023-08-16,32.96
P001040,SKU-48HS9GQE,accessories,EUR,R23,True,2024-03-15,34.01
P001041,SKU-MD8YHZH0,gadgets,USD,R08,True,2023-07-01,13.04
P001042,SKU-RTEPOGUY,widgets,EUR,R19,True,2024-10-29,14.03
P001043,SKU-7W18B3H8,accessories,EUR,R01,True,2024-11-02,14.09
P001044,SKU-PT4IR1D7,accessories,EUR,R02,True,2023-10-15,14.76
P001045,SKU-DV4TKRFD,widgets,USD,R10,True,2023-09-14,9.49
P001046,SKU-M3HDWJIH,widgets,EUR,R16,False,2024-05-29,26.79
P001047,SKU-BW4TQATH,widgets,EUR,R08,True,2024-08-24,13.85
P001048,SKU-WYK36MRO,accessories,EUR,R16,True,2024-11-14,21.28
P001049,SKU-IKO889IY,gadgets,USD,R17,False,2023-08-31,16.47
P001050,SKU-BDGV4M6J,accessories,EUR,R23,True,2023-11-23,25.87
P001051,SKU-8DZ5QVHV,gadgets,EUR,R20,True,2023-12-23,12.11
P001052,SKU-5AK43ER5,gadgets,USD,R21,True,2023-03-31,25.72
P001053,SKU-7OY4A7HR,widgets,EUR,R16,True,2024-10-31,28.05
P001054,SKU-O7HRM88S,gadgets,USD,R16,True,2023-08-10,36.47
P001055,SKU-CKOT1WM1,widgets,EUR,R08,True,2024-03-03,72.29
P001056,SKU-IMBJKTFS,widgets,USD,R07,True,2023-04-12,6.33
P001057,SKU-4UQ048KX,services,EUR,R16,True,2023-09-02,26.9
P001058,SKU-ZVA0TF1D,accessories,EUR,R01,True,2023-05-25,14.51
P001059,SKU-LAGWENTL,widgets,PLN,R02,True,2023-02-24,6.99
P001060,SKU-LWUMG2RF,accessories,EUR,R02,True,2023-12-04,36.78
P001061,SKU-8NDLM3P5,widgets,USD,R05,True,2024-02-27,49.37
P001062,SKU-04XNC4FO,accessories,EUR,R23,True,2024-05-20,17.55
P001063,SKU-CXDX1Y02,services,EUR,R03,True,2024-02-02,25.19
P001064,SKU-QKBYX7QC,services,PLN,R24,True,2023-12-05,21.36
P001065,SKU-NXE9CAYZ,accessories,EUR,R01,True,2024-11-06,28.8
P001066,SKU-ALWNTEKW,services,EUR,R16,True,2023-05-23,37.65
P001067,SKU-BM9RPXIM,gadgets,EUR,R06,True,2024-06-21,27.3
P001068,SKU-1SRUUEY9,gadgets,EUR,R20,True,2024-08-28,27.32
P001069,SKU-NCQJI2FN,services,GBP,R03,True,2024-04-12,47.27
P001070,SKU-4MVA0BCE,gadgets,EUR,R16,True,2023-01-31,20.11
P001071,SKU-ZCTRXSE0,gadgets,EUR,R19,True,2024-04-03,38.62
P001072,SKU-LK0ZCENL,accessories,EUR,R05,True,2023-02-21,13.56
P001073,SKU-W65Y8F1R,accessories,EUR,R17,True,2023-07-17,58.22
P001074,SKU-HOPP14RI,services,EUR,R18,False,2023-03-14,34.56
P001075,SKU-RQAOB1YJ,gadgets,GBP,R09,True,2023-07-19,17.42
P001076,SKU-UB0EJY22,widgets,USD,R20,True,2024-06-20,6.24
P001077,SKU-UKI6E4F8,accessories,EUR,R24,True,2023-01-30,22.19
P001078,SKU-1HG4FLZN,accessories,EUR,R18,True,2024-07-25,10.92
P001079,SKU-TB2QJYG8,widgets,GBP,R03,True,2024-06-09,26.57
P001080,SKU-PUXLIJ8A,gadgets,EUR,R17,True,2023-11-07,53.02
P001081,SKU-RIDJWFJD,widgets,GBP,R02,True,2024-03-03,24.44
P001082,SKU-G4ZL6TUO,widgets,PLN,R22,True,2023-06-14,19.95
P001083,SKU-WY74NCNJ,accessories,USD,R12,True,2024-09-30,27.26
P001084,SKU-204F1EU1,accessories,USD,R17,True,2023-11-03,26.35
P001085,SKU-PTP9KU8U,accessories,EUR,R22,True,2023-03-26,5.38
P001086,SKU-73TPONI5,gadgets,EUR,R24,True,2024-05-27,25.65
P001087,SKU-CKKV6HLQ,accessories,USD,R05,False,2023-12-11,32.21
P001088,SKU-9HARZTP4,widgets,EUR,R10,True,2024-05-04,19.0
P001089,SKU-83YXY402,accessories,EUR,R10,True,2023-03-31,39.93
P001090,SKU-A8F2148C,accessories,USD,R05,True,2023-04-16,20.56
P001091,SKU-SVMJ0V33,widgets,EUR,R16,True,2024-03-01,35.17
P001092,SKU-2F1YTAT7,accessories,USD,R18,True,2024-02-11,86.82
P001093,SKU-D7MOBZ6D,widgets,EUR,R13,True,2023-02-14,20.95
P001094,SKU-Z861Z4YF,services,EUR,R01,True,2023-10-11,6.92
P001095,SKU-IFXCGB5K,accessories,USD,R01,True,2023-10-12,18.14
P001096,SKU-G7H6QQWY,services,EUR,R04,True,2024-11-01,7.88
P001097,SKU-ZL160PKM,gadgets,EUR,R25,True,2024-04-01,32.03
P001098,SKU-OSU7MN8E,services,EUR,R24,True,2023-05-03,48.7
P001099,SKU-S5G07DC5,gadgets,USD,R05,True,2024-09-06,33.7
P001100,SKU-IW6TXHHR,widgets,PLN,R21,True,2023-10-05,26.9
P001101,SKU-GWL41D96,accessories,EUR,R20,True,2024-10-27,15.08
P001102,SKU-RNMDVB0B,widgets,USD,R09,True,2024-05-29,57.13
P001103,SKU-COXG0U8F,accessories,EUR,R14,True,2024-01-10,34.88
P001104,SKU-27WX7R6W,accessories,EUR,R12,True,2023-07-26,26.33
P001105,SKU-W6QWQVAA,services,EUR,R07,True,2024-07-07,25.1
P001106,SKU-BYM01OID,services,EUR,R04,True,2024-03-22,23.74
P001107,SKU-1OM6AEZJ,widgets,USD,R11,True,2024-10-18,29.12
P001108,SKU-LGNF4ZVA,services,EUR,R24,True,2024-01-26,15.36
P001109,SKU-6AABP81A,gadgets,EUR,R18,True,2023-08-18,55.43
P001110,SKU-BJWE7L45,services,USD,R15,True,2023-12-16,24.32
P001111,SKU-AEE4OYJH,accessories,EUR,R12,True,2023-11-29,31.82
P001112,SKU-PQBJOS3S,widgets,EUR,R11,True,2024-10-31,17.11
P001113,SKU-D9FSK9CU,widgets,USD,R11,False,2023-10-27,27.8
P001114,SKU-Q9AOGC2K,services,PLN,R20,True,2024-05-25,5.65
P001115,SKU-BXN2EKXB,gadgets,USD,R06,True,2024-02-28,11.35
P001116,SKU-RWN923R0,services,PLN,R08,True,2024-07-12,21.78
P001117,SKU-8VAX85HZ,widgets,EUR,R02,True,2023-09-14,10.04
P001118,SKU-10GXCICY,services,USD,R18,True,2024-07-13,95.93
P001119,SKU-X7IVFIGR,widgets,EUR,R21,True,2024-04-29,8.16
P001120,SKU-ELJCUPOG,widgets,EUR,R19,False,2024-04-09,27.32
P001121,SKU-OGB99KR2,accessories,EUR,R23,True,2024-03-10,59.95
P001122,SKU-T5HFSU16,services,EUR,R01,True,2023-01-07,29.63
P001123,SKU-F68J30U2,widgets,USD,R18,True,2024-04-04,18.43
P001124,SKU-6YN50CWS,widgets,EUR,R24,True,2023-07-23,15.94
P001125,SKU-MJGUBFC6,accessories,USD,R02,True,2023-08-02,33.25
P001126,SKU-4L6XJENQ,widgets,USD,R11,True,2023-06-11,13.73
P001127,SKU-2TVGEP2Q,accessories,EUR,R15,True,2023-12-19,20.66
P001128,SKU-UGWGAS9B,gadgets,EUR,R09,True,2023-09-16,33.61
P001129,SKU-J6YVBDWX,services,USD,R01,False,2023-11-24,18.45
P001130,SKU-18F4VSAL,accessories,EUR,R07,True,2023-01-29,23.39
P001131,SKU-OUP8IUM5,accessories,EUR,R14,True,2024-05-19,18.5
P001132,SKU-B5MA2IFU,gadgets,EUR,R12,True,2023-03-05,12.41
P001133,SKU-E570EX9L,services,PLN,R24,True,2023-08-30,45.31
P001134,SKU-12RKTKN0,gadgets,EUR,R23,True,2024-07-10,51.21
P001135,SKU-0OS5LGEL,accessories,EUR,R22,True,2024-03-31,18.36
P001136,SKU-L3B2SZ5V,accessories,EUR,R10,False,2023-06-18,18.93
P001137,SKU-UZDZ6Y5W,gadgets,USD,R20,False,2023-10-15,19.95
P001138,SKU-7UOB267Y,widgets,EUR,R22,True,2023-06-06,30.67
P001139,SKU-QOQDFLYH,gadgets,EUR,R13,True,2023-05-01,12.89
P001140,SKU-VPTAZPS6,services,EUR,R19,True,2024-10-21,21.05
P001141,SKU-60FLAYHX,accessories,EUR,R02,True,2024-11-22,25.99
P001142,SKU-CS3C9ZAC,accessories,EUR,R04,True,2024-04-10,32.63
P001143,SKU-SJTDEYSW,gadgets,PLN,R20,True,2024-09-14,4.18
P001144,SKU-WE5EPXXG,services,EUR,R04,True,2024-06-26,28.28
P001145,SKU-QZG1MFBZ,gadgets,EUR,R16,True,2024-10-26,27.32
P001146,SKU-REZGHAAX,services,EUR,R11,True,2024-11-10,40.64
P001147,SKU-LL7WZ6TA,widgets,USD,R20,False,2023-01-20,16.19
