refund_id,payment_id,refund_amount,created_date
REF0000007493,PAY0000007493,11.03,2025-02-15
REF0000007501,PAY0000007501,30.12,2023-05-28
REF0000007506,PAY0000007506,18.66,2024-06-28
REF0000007528,PAY0000007528,4.47,2023-06-03
REF0000007533,PAY0000007533,1.78,2024-07-29
REF0000007535,PAY0000007535,12.36,2023-12-01
REF0000007541,PAY0000007541,32.84,2023-12-22
REF0000007548,PAY0000007548,8.86,2024-05-06
REF0000007553,PAY0000007553,91.97,2024-08-21
REF0000007560,PAY0000007560,47.24,2024-06-06
REF0000007574,PAY0000007574,19.53,2024-06-05
REF0000007577,PAY0000007577,47.01,2023-11-21
REF0000007578,PAY0000007578,2.13,2024-07-31
REF0000007584,PAY0000007584,9.55,2023-04-23
REF0000007600,PAY0000007600,23.11,2025-05-29
REF0000007626,PAY0000007626,107.35,2023-01-23
REF0000007633,PAY0000007633,16.87,2024-03-09
REF0000007636,PAY0000007636,7.21,2024-12-19
REF0000007643,PAY0000007643,28.94,2024-06-25
REF0000007649,PAY0000007649,42.66,2023-07-23
REF0000007652,PAY0000007652,50.72,2024-09-03
REF0000007654,PAY0000007654,4.63,2024-06-12
REF0000007655,PAY0000007655,27.67,2025-06-14
REF0000007662,PAY0000007662,46.99,2025-02-18
REF0000007663,PAY0000007663,29.87,2024-09-24
REF0000007682,PAY0000007682,11.24,2023-10-21
REF0000007690,PAY0000007690,68.75,2023-02-08
REF0000007696,PAY0000007696,39.11,2023-07-28
REF0000007697,PAY0000007697,55.18,2023-11-19
REF0000007702,PAY0000007702,4.41,2023-09-30
REF0000007708,PAY0000007708,9.37,2024-06-08
REF0000007709,PAY0000007709,9.46,2025-04-26
REF0000007722,PAY0000007722,15.88,2024-10-12
REF0000007736,PAY0000007736,47.18,2024-05-21
REF0000007738,PAY0000007738,8.38,2025-02-24
REF0000007756,PAY0000007756,3.63,2023-04-10
REF0000007763,PAY0000007763,15.9,2023-01-24
REF0000007774,PAY0000007774,3.37,2024-05-22
REF0000007776,PAY0000007776,15.68,2023-09-25
REF0000007787,PAY0000007787,13.88,2023-07-27
REF0000007789,PAY0000007789,11.37,2024-07-14
REF0000007799,PAY0000007799,5.96,2025-01-30
REF0000007801,PAY0000007801,12.85,2025-04-08
REF0000007812,PAY0000007812,8.35,2023-05-19
REF0000007814,PAY0000007814,15.71,2025-02-18
REF0000007832,PAY0000007832,12.4,2024-12-19
REF0000007837,PAY0000007837,8.89,2023-03-30
REF0000007840,PAY0000007840,17.15,2023-01-04
REF0000007845,PAY0000007845,19.96,2023-03-02
REF0000007846,PAY0000007846,31.17,2023-11-11
REF0000007847,PAY0000007847,10.1,2024-05-03
REF0000007863,PAY0000007863,11.52,2024-10-20
REF0000007865,PAY0000007865,35.44,2024-04-10
REF0000007870,PAY0000007870,12.16,2025-05-08
REF0000007872,PAY0000007872,115.18,2024-04-30
REF0000007882,PAY0000007882,15.2,2024-10-30
REF0000007885,PAY0000007885,32.52,2023-09-17
REF0000007888,PAY0000007888,6.73,2023-09-29
REF0000007902,PAY0000007902,59.65,2023-11-02
REF0000007905,PAY0000007905,35.9,2024-09-25
REF0000007919,PAY0000007919,66.68,2023-08-30
REF0000007920,PAY0000007920,5.52,2024-04-19
REF0000007925,PAY0000007925,9.48,2024-07-24
REF0000007943,PAY0000007943,3.79,2024-11-17
REF0000007944,PAY0000007944,38.01,2024-12-18
REF0000007950,PAY0000007950,13.13,2023-12-11
REF0000007952,PAY0000007952,11.48,2025-04-21
REF0000007957,PAY0000007957,63.73,2025-03-23
REF0000007960,PAY0000007960,6.97,2023-07-26
REF0000007964,PAY0000007964,69.26,2023-12-05
REF0000007966,PAY0000007966,17.55,2025-01-04
REF0000007969,PAY0000007969,16.34,2024-02-23
REF0000007972,PAY0000007972,56.09,2023-02-13
REF0000007982,PAY0000007982,4.72,2024-10-11
REF0000007989,PAY0000007989,40.51,2023-03-29
REF0000007990,PAY0000007990,12.18,2024-01-07
REF0000007999,PAY0000007999,9.68,2023-05-13
REF0000008022,PAY0000008022,70.31,2023-12-21
REF0000008030,PAY0000008030,55.86,2025-06-18
REF0000008033,PAY0000008033,5.9,2024-10-15
REF0000008035,PAY0000008035,8.78,2025-02-19
REF0000008042,PAY0000008042,3.2,2024-10-20
REF0000008043,PAY0000008043,4.08,2024-05-07
REF0000008048,PAY0000008048,18.61,2024-07-02
REF0000008051,PAY0000008051,10.0,2024-08-21
REF0000008053,PAY0000008053,8.47,2023-08-27
REF0000008060,PAY0000008060,26.84,2023-10-22
REF0000008062,PAY0000008062,16.97,2023-10-14
REF0000008063,PAY0000008063,13.38,2023-02-26
REF0000008065,PAY0000008065,11.31,2025-01-07
REF0000008067,PAY0000008067,6.35,2023-05-11
REF0000008069,PAY0000008069,6.18,2024-02-18
REF0000008070,PAY0000008070,15.84,2025-05-28
REF0000008073,PAY0000008073,42.74,2024-12-10
REF0000008076,PAY0000008076,48.99,2025-02-09
REF0000008081,PAY0000008081,6.29,2023-08-25
REF0000008089,PAY0000008089,50.23,2024-03-10
REF0000008093,PAY0000008093,35.3,2024-02-23
REF0000008112,PAY0000008112,43.0,2023-10-20
REF0000008113,PAY0000008113,27.02,2024-04-25
REF0000008120,PAY0000008120,5.5,2023-10-31
REF0000008122,PAY0000008122,42.8,2024-04-14
REF0000008136,PAY0000008136,7.65,2025-02-01
REF0000008139,PAY0000008139,11.52,2023-03-01
REF0000008154,PAY0000008154,91.09,2025-06-14
REF0000008158,PAY0000008158,25.97,2023-02-15
REF0000008166,PAY0000008166,24.94,2025-03-09
REF0000008168,PAY0000008168,17.59,2025-05-06
REF0000008169,PAY0000008169,1.73,2024-03-13
REF0000008170,PAY0000008170,32.94,2023-09-24
REF0000008171,PAY0000008171,37.68,2024-09-16
REF0000008173,PAY0000008173,24.97,2024-11-01
REF0000008187,PAY0000008187,76.39,2025-01-18
REF0000008196,PAY0000008196,46.67,2023-03-29
REF0000008204,PAY0000008204,99.75,2025-06-10
REF0000008205,PAY0000008205,27.66,2023-07-04
REF0000008212,PAY0000008212,3.28,2024-04-23
REF0000008214,PAY0000008214,24.34,2024-08-15
REF0000008226,PAY0000008226,9.89,2023-02-10
REF0000008232,PAY0000008232,14.19,2025-02-18
REF0000008235,PAY0000008235,231.86,2023-08-09
REF0000008239,PAY0000008239,5.61,2025-02-26
REF0000008260,PAY0000008260,6.09,2025-01-03
REF0000008261,PAY0000008261,20.02,2023-05-31
REF0000008267,PAY0000008267,36.4,2024-02-28
REF0000008275,PAY0000008275,11.36,2025-01-01
REF0000008279,PAY0000008279,14.51,2024-12-26
REF0000008283,PAY0000008283,16.32,2024-03-28
REF0000008286,PAY0000008286,26.74,2024-09-15
REF0000008288,PAY0000008288,17.95,2024-06-16
REF0000008290,PAY0000008290,14.06,2024-09-27
REF0000008300,PAY0000008300,8.04,2025-05-31
REF0000008306,PAY0000008306,2.98,2024-03-31
REF0000008316,PAY0000008316,7.44,2025-03-22
REF0000008318,PAY0000008318,68.51,2024-12-22
REF0000008319,PAY0000008319,6.69,2025-06-09
REF0000008322,PAY0000008322,12.82,2023-04-30
REF0000008323,PAY0000008323,7.12,2023-01-28
REF0000008324,PAY0000008324,43.84,2024-06-05
REF0000008329,PAY0000008329,33.65,2024-01-20
REF0000008333,PAY0000008333,68.84,2024-09-23
REF0000008342,PAY0000008342,12.64,2023-09-21
REF0000008345,PAY0000008345,45.9,2023-11-24
REF0000008370,PAY0000008370,28.89,2023-02-26
REF0000008375,PAY0000008375,38.77,2024-03-09
REF0000008381,PAY0000008381,15.81,2024-12-16
REF0000008386,PAY0000008386,6.53,2025-03-09
REF0000008388,PAY0000008388,13.65,2024-02-29
REF0000008392,PAY0000008392,7.36,2024-05-16
REF0000008393,PAY0000008393,17.24,2023-10-22
REF0000008395,PAY0000008395,3.45,2023-08-18
REF0000008401,PAY0000008401,8.77,2025-06-18
REF0000008416,PAY0000008416,28.3,2025-05-19
REF0000008433,PAY0000008433,15.34,2023-05-05
REF0000008436,PAY0000008436,117.01,2023-03-29
REF0000008437,PAY0000008437,34.89,2023-08-15
REF0000008448,PAY0000008448,12.35,2024-04-20
REF0000008449,PAY0000008449,2.28,2023-03-28
REF0000008451,PAY0000008451,146.35,2024-06-29
REF0000008463,PAY0000008463,15.78,2024-07-15
REF0000008464,PAY0000008464,16.24,2025-04-26
REF0000008466,PAY0000008466,117.22,2024-10-12
REF0000008468,PAY0000008468,22.98,2023-08-25
REF0000008487,PAY0000008487,21.04,2023-01-26
REF0000008495,PAY0000008495,11.12,2024-10-03
REF0000008497,PAY0000008497,14.77,2024-04-14
REF0000008529,PAY0000008529,15.56,2025-01-23
REF0000008532,PAY0000008532,7.86,2025-01-13
REF0000008551,PAY0000008551,11.24,2023-09-11
REF0000008554,PAY0000008554,18.13,2024-01-17
REF0000008555,PAY0000008555,37.53,2025-01-26
REF0000008556,PAY0000008556,44.68,2025-04-09
REF0000008557,PAY0000008557,20.04,2023-12-07
REF0000008559,PAY0000008559,2.7,2023-03-16
REF0000008582,PAY0000008582,7.09,2025-05-09
REF0000008588,PAY0000008588,8.24,2024-01-23
REF0000008590,PAY0000008590,32.18,2023-12-11
REF0000008620,PAY0000008620,3.9,2024-12-27
REF0000008625,PAY0000008625,5.14,2024-09-24
REF0000008627,PAY0000008627,33.67,2024-01-24
REF0000008635,PAY0000008635,29.96,2023-06-22
REF0000008645,PAY0000008645,23.59,2023-11-30
REF0000008649,PAY0000008649,4.75,2024-11-12
REF0000008653,PAY0000008653,13.88,2024-06-05
REF0000008657,PAY0000008657,5.99,2025-03-23
REF0000008659,PAY0000008659,17.25,2024-10-22
REF0000008661,PAY0000008661,19.46,2024-03-18
REF0000008662,PAY0000008662,24.61,2024-07-07
REF0000008664,PAY0000008664,18.89,2024-06-18
REF0000008667,PAY0000008667,9.74,2024-04-08
REF0000008670,PAY0000008670,80.77,2024-03-08
REF0000008687,PAY0000008687,70.75,2025-06-02
REF0000008700,PAY0000008700,5.43,2023-09-30
REF0000008701,PAY0000008701,10.27,2025-06-15
REF0000008709,PAY0000008709,40.08,2024-05-24
REF0000008719,PAY0000008719,36.92,2025-01-07
REF0000008721,PAY0000008721,4.89,2023-11-11
REF0000008734,PAY0000008734,8.84,2024-11-14
REF0000008741,PAY0000008741,6.11,2023-08-29
REF0000008760,PAY0000008760,51.55,2024-01-20
REF0000008778,PAY0000008778,27.81,2023-11-30
REF0000008779,PAY0000008779,33.31,2023-11-12
REF0000008781,PAY0000008781,95.1,2025-06-11
REF0000008799,PAY0000008799,36.58,2023-01-21
REF0000008801,PAY0000008801,81.94,2023-06-13
REF0000008803,PAY0000008803,81.25,2025-05-13
REF0000008810,PAY0000008810,46.36,2024-02-25
REF0000008813,PAY0000008813,6.87,2025-04-02
REF0000008816,PAY0000008816,5.49,2024-11-08
REF0000008830,PAY0000008830,26.55,2025-05-09
REF0000008834,PAY0000008834,26.52,2024-04-11
REF0000008840,PAY0000008840,15.13,2023-10-31
REF0000008848,PAY0000008848,154.8,2023-07-27
REF0000008849,PAY0000008849,15.17,2024-08-10
REF0000008862,PAY0000008862,54.41,2023-01-29
REF0000008863,PAY0000008863,22.32,2025-07-06
REF0000008869,PAY0000008869,13.35,2023-07-18
REF0000008872,PAY0000008872,24.97,2025-07-01
REF0000008875,PAY0000008875,4.77,2024-09-11
REF0000008881,PAY0000008881,31.86,2024-12-20
REF0000008884,PAY0000008884,43.08,2023-02-19
REF0000008887,PAY0000008887,69.65,2023-07-24
REF0000008903,PAY0000008903,10.01,2023-12-12
REF0000008906,PAY0000008906,12.48,2023-03-17
REF0000008910,PAY0000008910,10.89,2024-05-26
REF0000008913,PAY0000008913,7.57,2025-04-24
REF0000008925,PAY0000008925,7.6,2023-09-06
REF0000008930,PAY0000008930,13.1,2025-03-11
REF0000008956,PAY0000008956,20.0,2023-06-30
REF0000008968,PAY0000008968,2.62,2024-11-20
REF0000008969,PAY0000008969,8.9,2024-01-08
REF0000008970,PAY0000008970,21.15,2024-01-13
REF0000008977,PAY0000008977,13.6,2025-06-06
REF0000008987,PAY0000008987,4.27,2023-05-31
REF0000008993,PAY0000008993,29.23,2025-06-18
REF0000008995,PAY0000008995,15.86,2025-04-10
REF0000008996,PAY0000008996,13.58,2024-05-13
REF0000009000,PAY0000009000,41.81,2025-04-10
REF0000009002,PAY0000009002,73.17,2025-01-05
REF0000009023,PAY0000009023,9.11,2023-06-11
REF0000009027,PAY0000009027,14.96,2024-03-26
REF0000009031,PAY0000009031,5.85,2023-03-17
REF0000009032,PAY0000009032,28.96,2024-11-25
REF0000009039,PAY0000009039,79.56,2025-03-10
REF0000009041,PAY0000009041,3.21,2023-12-28
REF0000009043,PAY0000009043,6.8,2024-07-17
REF0000009046,PAY0000009046,10.51,2023-04-24
REF0000009050,PAY0000009050,10.26,2024-06-15
REF0000009051,PAY0000009051,8.91,2023-02-25
REF0000009071,PAY0000009071,27.05,2024-05-12
REF0000009076,PAY0000009076,8.09,2025-03-30
REF0000009091,PAY0000009091,5.15,2023-05-07
REF0000009093,PAY0000009093,61.62,2024-12-12
REF0000009098,PAY0000009098,28.19,2024-06-12
REF0000009102,PAY0000009102,28.95,2023-09-20
REF0000009127,PAY0000009127,26.59,2025-04-12
REF0000009136,PAY0000009136,15.85,2023-07-27
REF0000009138,PAY0000009138,38.75,2024-12-23
REF0000009139,PAY0000009139,32.02,2024-02-08
REF0000009151,PAY0000009151,57.73,2023-06-06
REF0000009166,PAY0000009166,39.77,2024-02-23
REF0000009168,PAY0000009168,31.37,2023-07-06
REF0000009171,PAY0000009171,11.53,2023-08-16
REF0000009172,PAY0000009172,8.4,2024-09-17
REF0000009177,PAY0000009177,27.34,2023-07-01
REF0000009185,PAY0000009185,3.45,2023-11-23
REF0000009187,PAY0000009187,7.63,2024-06-13
REF0000009219,PAY0000009219,9.62,2025-04-30
REF0000009222,PAY0000009222,3.78,2024-09-02
REF0000009223,PAY0000009223,30.51,2023-09-02
REF0000009255,PAY0000009255,14.61,2025-05-05
REF0000009267,PAY0000009267,16.63,2025-06-11
REF0000009269,PAY0000009269,21.97,2025-04-30
REF0000009272,PAY0000009272,37.6,2024-03-20
REF0000009275,PAY0000009275,50.45,2023-11-11
REF0000009278,PAY0000009278,13.39,2025-05-31
REF0000009281,PAY0000009281,3.8,2025-03-17
REF0000009290,PAY0000009290,43.97,2024-09-28
REF0000009299,PAY0000009299,29.91,2023-08-19
REF0000009307,PAY0000009307,60.78,2024-03-05
REF0000009308,PAY0000009308,17.4,2023-10-20
REF0000009316,PAY0000009316,15.77,2024-03-01
REF0000009328,PAY0000009328,70.86,2024-06-10
REF0000009336,PAY0000009336,11.3,2025-04-29
REF0000009337,PAY0000009337,26.28,2023-02-06
REF0000009345,PAY0000009345,4.75,2023-09-06
REF0000009361,PAY0000009361,1.43,2025-02-14
REF0000009362,PAY0000009362,20.5,2024-06-20
REF0000009363,PAY0000009363,3.25,2023-06-30
REF0000009365,PAY0000009365,65.64,2023-04-20
REF0000009373,PAY0000009373,21.15,2023-03-21
REF0000009376,PAY0000009376,23.77,2024-10-13
REF0000009378,PAY0000009378,38.84,2024-12-15
REF0000009381,PAY0000009381,17.37,2023-06-19
REF0000009393,PAY0000009393,9.49,2023-12-03
REF0000009395,PAY0000009395,23.95,2023-12-10
REF0000009399,PAY0000009399,130.34,2023-04-14
REF0000009404,PAY0000009404,27.98,2025-04-04
REF0000009412,PAY0000009412,37.52,2025-04-28
REF0000009413,PAY0000009413,18.33,2025-03-29
REF0000009418,PAY0000009418,31.17,2025-03-21
REF0000009420,PAY0000009420,28.0,2023-01-25
REF0000009421,PAY0000009421,11.49,2023-06-30
REF0000009434,PAY0000009434,26.78,2025-05-31
REF0000009437,PAY0000009437,14.89,2023-04-29
REF0000009449,PAY0000009449,46.7,2025-04-05
REF0000009462,PAY0000009462,7.88,2023-06-26
REF0000009463,PAY0000009463,32.82,2024-08-19
REF0000009471,PAY0000009471,42.05,2025-01-29
REF0000009473,PAY0000009473,16.98,2023-04-01
REF0000009479,PAY0000009479,13.64,2025-07-04
REF0000009484,PAY0000009484,6.65,2024-09-09
REF0000009494,PAY0000009494,8.89,2024-02-02
REF0000009503,PAY0000009503,5.43,2023-09-10
REF0000009511,PAY0000009511,20.94,2024-06-28
REF0000009515,PAY0000009515,13.96,2024-02-08
REF0000009535,PAY0000009535,11.22,2023-04-02
REF0000009542,PAY0000009542,29.34,2023-04-22
REF0000009553,PAY0000009553,42.52,2024-03-06
REF0000009559,PAY0000009559,9.81,2024-08-05
REF0000009560,PAY0000009560,16.15,2023-03-28
REF0000009561,PAY0000009561,16.06,2024-04-23
REF0000009566,PAY0000009566,17.87,2025-02-23
REF0000009568,PAY0000009568,9.86,2023-05-20
REF0000009573,PAY0000009573,48.97,2024-12-29
REF0000009574,PAY0000009574,7.91,2023-05-18
REF0000009579,PAY0000009579,11.11,2025-07-01
REF0000009588,PAY0000009588,54.29,2024-10-02
REF0000009592,PAY0000009592,9.5,2023-05-23
REF0000009593,PAY0000009593,12.74,2023-10-05
REF0000009601,PAY0000009601,39.52,2024-04-30
REF0000009613,PAY0000009613,49.71,2024-04-13
REF0000009623,PAY0000009623,6.55,2023-08-30
REF0000009624,PAY0000009624,8.61,2023-01-31
REF0000009626,PAY0000009626,22.79,2025-05-26
REF0000009631,PAY0000009631,15.51,2025-02-11
REF0000009644,PAY0000009644,6.86,2024-04-21
REF0000009653,PAY0000009653,17.72,2024-06-17
REF0000009665,PAY0000009665,87.13,2023-11-22
REF0000009669,PAY0000009669,28.52,2023-06-16
REF0000009695,PAY0000009695,19.5,2025-04-17
REF0000009699,PAY0000009699,9.34,2024-05-06
REF0000009709,PAY0000009709,36.32,2024-03-23
REF0000009722,PAY0000009722,10.53,2024-06-20
REF0000009726,PAY0000009726,2.91,2024-07-10
REF0000009739,PAY0000009739,29.78,2023-07-18
REF0000009746,PAY0000009746,16.33,2023-02-02
REF0000009754,PAY0000009754,51.8,2025-02-04
REF0000009764,PAY0000009764,28.96,2024-11-13
REF0000009770,PAY0000009770,20.2,2024-03-12
REF0000009772,PAY0000009772,42.41,2023-08-05
REF0000009774,PAY0000009774,5.87,2024-02-25
REF0000009792,PAY0000009792,23.25,2023-07-01
REF0000009798,PAY0000009798,15.06,2025-02-06
REF0000009808,PAY0000009808,35.13,2025-02-24
REF0000009814,PAY0000009814,23.01,2024-12-01
REF0000009819,PAY0000009819,19.4,2023-04-03
REF0000009822,PAY0000009822,2.49,2023-05-04
REF0000009835,PAY0000009835,14.69,2023-09-30
REF0000009845,PAY0000009845,57.41,2023-10-27
REF0000009846,PAY0000009846,38.75,2023-11-22
REF0000009850,PAY0000009850,6.73,2024-06-10
REF0000009852,PAY0000009852,25.2,2024-09-09
REF0000009866,PAY0000009866,44.25,2023-08-08
REF0000009867,PAY0000009867,17.24,2025-07-06
REF0000009870,PAY0000009870,12.93,2024-04-17
REF0000009879,PAY0000009879,23.33,2025-05-30
REF0000009881,PAY0000009881,10.65,2023-01-17
REF0000009894,PAY0000009894,55.73,2025-01-08
REF0000009895,PAY0000009895,43.99,2025-01-26
REF0000009896,PAY0000009896,8.67,2025-01-07
REF0000009906,PAY0000009906,57.54,2024-07-01
REF0000009913,PAY0000009913,12.92,2024-03-28
REF0000009932,PAY0000009932,94.43,2024-09-16
REF0000009939,PAY0000009939,8.02,2023-03-10
REF0000009945,PAY0000009945,5.8,2023-06-02
REF0000009951,PAY0000009951,15.3,2024-12-31
REF0000009961,PAY0000009961,68.43,2024-04-29
REF0000009968,PAY0000009968,10.09,2024-09-15
REF0000009976,PAY0000009976,12.0,2023-07-21
REF0000009986,PAY0000009986,98.47,2025-02-16
REF0000009996,PAY0000009996,3.41,2023-09-29
REF0000009998,PAY0000009998,11.02,2025-03-10
REF0000010011,PAY0000010011,14.78,2024-09-27
REF0000010014,PAY0000010014,44.18,2025-04-09
REF0000010026,PAY0000010026,41.57,2025-02-13
REF0000010037,PAY0000010037,8.63,2025-05-12
REF0000010042,PAY0000010042,31.53,2023-05-09
REF0000010046,PAY0000010046,17.32,2024-02-17
REF0000010049,PAY0000010049,43.98,2023-12-27
REF0000010050,PAY0000010050,17.26,2023-06-27
REF0000010056,PAY0000010056,8.85,2023-09-11
REF0000010061,PAY0000010061,24.03,2024-02-07
REF0000010062,PAY0000010062,20.22,2025-02-11
REF0000010064,PAY0000010064,71.79,2024-08-16
REF0000010067,PAY0000010067,51.47,2023-04-18
REF0000010074,PAY0000010074,11.45,2023-07-09
REF0000010086,PAY0000010086,5.52,2024-03-21
REF0000010106,PAY0000010106,7.54,2023-03-15
REF0000010112,PAY0000010112,24.48,2024-08-20
REF0000010116,PAY0000010116,48.88,2023-04-08
REF0000010122,PAY0000010122,20.89,2023-06-24
REF0000010141,PAY0000010141,23.19,2024-11-01
REF0000010144,PAY0000010144,26.33,2025-01-17
REF0000010147,PAY0000010147,3.86,2024-08-23
REF0000010168,PAY0000010168,11.33,2025-03-21
REF0000010172,PAY0000010172,18.98,2024-05-26
REF0000010188,PAY0000010188,12.35,2024-10-21
REF0000010194,PAY0000010194,21.66,2023-12-21
REF0000010199,PAY0000010199,11.78,2023-05-07
REF0000010208,PAY0000010208,12.92,2024-06-14
REF0000010213,PAY0000010213,15.01,2025-03-30
REF0000010237,PAY0000010237,86.65,2024-05-03
REF0000010238,PAY0000010238,38.31,2024-05-17
REF0000010239,PAY0000010239,9.08,2025-06-20
REF0000010248,PAY0000010248,10.71,2024-05-30
REF0000010262,PAY0000010262,55.15,2023-10-21
REF0000010263,PAY0000010263,2.52,2024-07-22
REF0000010269,PAY0000010269,23.42,2023-05-12
REF0000010279,PAY0000010279,6.57,2023-04-17
REF0000010285,PAY0000010285,14.73,2024-03-04
REF0000010287,PAY0000010287,23.1,2024-05-02
REF0000010288,PAY0000010288,4.06,2025-07-08
REF0000010295,PAY0000010295,14.25,2024-03-27
REF0000010296,PAY0000010296,25.29,2025-05-03
REF0000010306,PAY0000010306,30.7,2024-04-25
REF0000010311,PAY0000010311,37.94,2023-02-11
REF0000010321,PAY0000010321,7.79,2023-12-04
REF0000010322,PAY0000010322,30.6,2024-01-17
REF0000010333,PAY0000010333,39.09,2023-09-18
REF0000010347,PAY0000010347,3.56,2025-05-18
REF0000010350,PAY0000010350,44.59,2024-02-16
REF0000010352,PAY0000010352,24.68,2024-10-12
REF0000010364,PAY0000010364,21.69,2023-09-23
REF0000010369,PAY0000010369,18.59,2024-11-18
REF0000010376,PAY0000010376,1.73,2025-01-26
REF0000010378,PAY0000010378,18.03,2023-04-29
REF0000010400,PAY0000010400,9.4,2024-10-28
REF0000010404,PAY0000010404,30.86,2023-07-15
REF0000010410,PAY0000010410,27.76,2025-05-20
REF0000010420,PAY0000010420,1.88,2023-11-15
REF0000010426,PAY0000010426,27.38,2023-06-04
REF0000010432,PAY0000010432,2.49,2024-01-22
REF0000010434,PAY0000010434,87.77,2024-06-29
REF0000010436,PAY0000010436,44.89,2024-08-11
REF0000010446,PAY0000010446,17.42,2023-10-23
REF0000010450,PAY0000010450,2.54,2023-03-14
REF0000010451,PAY0000010451,6.4,2023-07-31
REF0000010453,PAY0000010453,12.56,2023-11-15
REF0000010463,PAY0000010463,21.59,2024-04-16
REF0000010464,PAY0000010464,9.73,2023-09-04
REF0000010474,PAY0000010474,12.54,2023-07-12
REF0000010478,PAY0000010478,47.0,2023-06-11
REF0000010481,PAY0000010481,45.07,2024-02-02
REF0000010482,PAY0000010482,34.53,2023-07-19
REF0000010491,PAY0000010491,4.24,2023-04-08
REF0000010497,PAY0000010497,33.31,2023-09-19
REF0000010511,PAY0000010511,11.4,2023-06-24
REF0000010530,PAY0000010530,24.0,2024-10-02
REF0000010540,PAY0000010540,10.17,2023-11-28
REF0000010546,PAY0000010546,22.44,2024-07-10
REF0000010547,PAY0000010547,110.47,2025-03-06
REF0000010549,PAY0000010549,45.93,2025-01-22
REF0000010560,PAY0000010560,17.39,2025-06-22
REF0000010582,PAY0000010582,1.05,2024-06-27
REF0000010585,PAY0000010585,145.79,2024-04-11
REF0000010587,PAY0000010587,5.24,2023-10-11
REF0000010592,PAY0000010592,10.53,2025-06-09
REF0000010597,PAY0000010597,26.98,2025-02-06
REF0000010598,PAY0000010598,17.74,2023-08-19
REF0000010614,PAY0000010614,28.61,2024-01-12
REF0000010619,PAY0000010619,20.57,2024-04-03
REF0000010621,PAY0000010621,25.77,2024-02-12
REF0000010636,PAY0000010636,24.15,2023-08-23
REF0000010638,PAY0000010638,32.32,2024-11-30
REF0000010641,PAY0000010641,14.51,2023-12-03
REF0000010646,PAY0000010646,14.24,2023-07-07
REF0000010652,PAY0000010652,13.32,2025-05-27
REF0000010659,PAY0000010659,17.37,2024-08-27
REF0000010666,PAY0000010666,6.67,2023-06-05
REF0000010671,PAY0000010671,40.92,2024-08-08
REF0000010676,PAY0000010676,29.26,2023-03-31
REF0000010681,PAY0000010681,60.77,2023-02-28
REF0000010682,PAY0000010682,56.22,2023-08-12
REF0000010689,PAY0000010689,4.39,2024-10-12
REF0000010691,PAY0000010691,11.73,2024-07-04
REF0000010703,PAY0000010703,107.68,2023-08-18
REF0000010708,PAY0000010708,39.69,2023-03-27
REF0000010711,PAY0000010711,9.15,2023-10-08
REF0000010714,PAY0000010714,46.87,2023-06-10
REF0000010721,PAY0000010721,9.98,2025-04-01
REF0000010732,PAY0000010732,4.18,2024-05-18
REF0000010733,PAY0000010733,13.59,2023-03-08
REF0000010739,PAY0000010739,3.27,2024-03-14
REF0000010742,PAY0000010742,15.55,2025-02-27
REF0000010744,PAY0000010744,18.85,2023-05-01
REF0000010746,PAY0000010746,5.64,2023-08-19
REF0000010773,PAY0000010773,20.29,2023-05-22
REF0000010781,PAY0000010781,23.82,2024-07-02
REF0000010791,PAY0000010791,11.61,2025-05-09
REF0000010799,PAY0000010799,12.76,2024-11-05
REF0000010809,PAY0000010809,20.72,2023-05-08
REF0000010818,PAY0000010818,8.83,2024-12-06
REF0000010840,PAY0000010840,37.71,2023-03-17
REF0000010858,PAY0000010858,22.54,2023-10-02
REF0000010861,PAY0000010861,15.74,2024-04-25
REF0000010870,PAY0000010870,48.0,2023-09-29
REF0000010874,PAY0000010874,30.95,2024-08-17
REF0000010888,PAY0000010888,12.95,2023-06-19
REF0000010902,PAY0000010902,3.9,2023-01-31
REF0000010904,PAY0000010904,24.88,2024-01-18
REF0000010907,PAY0000010907,10.8,2023-09-16
REF0000010912,PAY0000010912,4.6,2025-03-24
REF0000010914,PAY0000010914,1.57,2024-02-07
REF0000010917,PAY0000010917,22.4,2023-12-05
REF0000010920,PAY0000010920,3.92,2023-02-21
REF0000010933,PAY0000010933,115.02,2023-08-27
REF0000010935,PAY0000010935,22.93,2024-08-21
REF0000010938,PAY0000010938,46.79,2024-09-24
REF0000010940,PAY0000010940,13.63,2024-04-26
REF0000010950,PAY0000010950,3.27,2023-09-01
REF0000010960,PAY0000010960,44.38,2025-07-03
REF0000010962,PAY0000010962,11.98,2025-06-12
REF0000010969,PAY0000010969,21.84,2023-06-17
REF0000010971,PAY0000010971,30.39,2024-07-12
REF0000010978,PAY0000010978,87.11,2023-01-20
REF0000010990,PAY0000010990,2.98,2024-11-05
REF0000010992,PAY0000010992,5.94,2024-11-09
REF0000010994,PAY0000010994,28.13,2023-09-03
REF0000010998,PAY0000010998,17.47,2024-11-11
REF0000011005,PAY0000011005,36.51,2025-04-06
REF0000011014,PAY0000011014,59.32,2024-02-23
REF0000011027,PAY0000011027,68.35,2025-03-10
REF0000011030,PAY0000011030,101.52,2024-06-15
REF0000011034,PAY0000011034,41.46,2023-02-20
REF0000011035,PAY0000011035,42.85,2023-03-02
REF0000011039,PAY0000011039,23.85,2024-11-17
