order_id,customer_id,status,country,currency,created_date,updated_date,channel
O000001342,C0002256,paid,GB,USD,2024-09-18,2024-09-23,mobile
O000001343,c0003738,delivered,DE,EUR,2023-08-25,2023-08-28,web
O000001344,C0007801,delivered,NL,USD,2024-04-18,2024-04-22,partner
O000001345,C0000096,created,PL,EUR,2023-01-25,2023-01-30,web
O000001346,C0001132,created,GB,EUR,2023-12-17,2023-12-31,partner
O000001347,C0006768,paid,DE,EUR,2024-11-02,2024-11-16,partner
O000001348,C0010366,shipped,US,USD,2023-10-08,2023-10-19,mobile
O000001349,C0007769,paid,US,USD,2023-03-29,2023-03-29,mobile
O000001350,C0004266,delivered,PL,USD,2025-06-17,2025-06-18,mobile
O000001351,C0007125,cancelled,ES,USD,2023-12-06,2023-12-08,web
O000001352,C0008211,cancelled,PL,EUR,2024-02-16,2024-02-17,web
O000001353,C0003639,refunded,ES,USD,2024-12-12,2024-12-14,mobile
O000001354,C0008460,paid,PL,EUR,2024-05-25,2024-06-04,partner
O000001355,C0002019,created,PL,GBP,2023-11-17,2023-11-27,mobile
O000001356,C0005977,cancelled,DE,EUR,2024-01-10,2024-01-17,mobile
O000001357,C0003348,delivered,US,USD,2023-10-15,2023-10-23,web
O000001358,C0000774,refunded,PL,EUR,2025-02-28,2025-03-01,mobile
O000001359,C0002795,created,US,EUR,2024-05-31,2024-06-13,partner
O000001360,c0010038,paid,ES,PLN,2025-02-14,2025-02-19,partner
O000001361,C0002578,created,PL,EUR,2024-01-30,2024-02-06,mobile
O000001362,C0001408,shipped,US,EUR,2025-01-11,2025-01-23,partner
O000001363,C0002486,delivered,SE,EUR,2024-11-22,2024-12-04,mobile
O000001364,C0009479,paid,NL,PLN,2024-04-24,2024-05-03,partner
O000001365,C0011352,shipped,PL,EUR,2023-07-03,2023-07-10,web
O000001366,C0010877,paid,DE,USD,2024-05-27,2024-06-04,partner
O000001367,C0011633,created,DE,EUR,2024-10-20,2024-10-25,mobile
O000001368,c0003677,delivered,US,USD,2023-10-04,2023-10-13,web
O000001369,C0000352,delivered,SE,EUR,2024-09-30,2024-10-04,web
O000001370,C0002802,cancelled,DE,GBP,2025-03-06,2025-03-13,web
O000001371,C0005627,delivered,DE,EUR,2023-08-01,2023-08-11,web
O000001372,C0002097,shipped,GB,EUR,2023-02-05,2023-02-07,web
O000001373,C0006035,paid,SE,USD,2024-03-25,2024-03-31,partner
O000001374,C0000365,delivered,SE,EUR,2023-10-01,2023-10-04,mobile
O000001375,C0009428,paid,PL,USD,2024-03-11,2024-03-23,partner
O000001376,C0001006,shipped,DE,EUR,2023-01-18,2023-01-22,web
O000001377,C0001138,paid,PL,EUR,2024-04-23,2024-04-27,partner
O000001378,C0010410,paid,US,EUR,2023-04-28,2023-05-06,partner
O000001379,C0002789,delivered,US,EUR,2023-08-25,2023-08-31,partner
O000001380, C0010546 ,paid,NL,USD,2024-11-14,2024-11-19,partner
O000001381,C0008462,paid,ES,PLN,2024-03-06,2024-03-18,web
O000001382,C0011604,paid,US,USD,2025-06-15,2025-06-24,mobile
O000001383,C0008726,shipped,DE,EUR,2024-11-04,2024-11-18,mobile
O000001384,C0007653,paid,US,USD,2025-03-20,2025-03-22,partner
O000001385,C0010062,created,PL,EUR,2024-12-06,2024-12-19,mobile
O000001386,C0010640,paid,ES,EUR,2023-10-07,2023-10-09,web
O000001387,C0011894,cancelled,US,EUR,2024-07-19,2024-07-26,partner
O000001388,C0008705,paid,DE,EUR,2025-01-15,2025-01-20,mobile
O000001389,C0005224,paid,FR,EUR,2025-01-28,2025-01-28,web
O000001390,C0005530,cancelled,GB,USD,2023-07-06,2023-07-13,mobile
O000001391,C0007942,paid,ES,EUR,2023-06-13,2023-06-25,mobile
O000001392,C0001435,created,DE,EUR,2024-04-03,2024-04-14,partner
O000001393,C0008555,paid,DE,USD,2023-10-07,2023-10-12,mobile
O000001394,C0005240,shipped,GB,EUR,2024-06-18,2024-06-30,web
O000001395, C0002880 ,cancelled,DE,GBP,2024-02-04,2024-02-12,web
O000001396,C0005703,paid,FR,EUR,2023-01-18,2023-01-30,mobile
O000001397,C0000077,created,PL,USD,2024-07-23,2024-07-31,partner
O000001398,C0005053,paid,GB,EUR,2023-02-09,2023-02-09,mobile
O000001399,C0003497,shipped,PL,USD,2025-04-21,2025-04-23,mobile
O000001400,C0004378,paid,FR,PLN,2023-09-22,2023-10-03,web
O000001401,C0011011,delivered,DE,EUR,2025-05-09,2025-05-09,web
O000001402,C0006852,shipped,SE,EUR,2024-04-05,2024-04-16,web
O000001403,C00005779,created,DE,EUR,2024-03-03,2024-03-16,partner
O000001404,C0000700,shipped,US,EUR,2023-08-17,2023-08-26,web
O000001405,C0000808,delivered,NL,USD,2025-01-02,2025-01-08,partner
O000001406,C0002512,paid,NL,USD,2023-07-19,2023-08-02,mobile
O000001407,C0007118,cancelled,US,EUR,2025-05-27,2025-06-10,mobile
O000001408,C0004360,paid,SE,USD,2024-02-25,2024-03-01,partner
O000001409,C0001951,created,FR,EUR,2025-05-05,2025-05-15,web
O000001410,C0003221,created,ES,USD,2023-02-15,2023-02-21,partner
O000001411,C0006479,created,US,EUR,2024-06-14,2024-06-24,web
O000001412,C0005305,paid,DE,EUR,2025-01-07,2025-01-20,partner
O000001413,C0005008,paid,US,EUR,2023-07-27,2023-08-02,mobile
O000001414,C0003064,created,FR,EUR,2024-05-09,2024-05-10,partner
O000001415,C0008966,paid,US,EUR,2023-10-19,2023-10-22,mobile
O000001416,C0006314,delivered,US,EUR,2023-03-09,2023-03-14,mobile
O000001417,C0011281,paid,US,EUR,2024-08-03,2024-08-03,mobile
O000001418,C0009807,delivered,NL,USD,2023-10-21,2023-10-24,mobile
O000001419,C0005737,shipped,SE,EUR,2023-08-04,2023-08-14,mobile
O000001420,C00008895,created,GB,PLN,2025-04-08,2025-04-22,web
O000001421,C0009176,delivered,SE,EUR,2025-03-31,2025-04-13,partner
O000001422,C0001180,cancelled,DE,EUR,2024-09-29,2024-10-08,mobile
O000001423,C0007493,paid,GB,USD,2024-10-20,2024-10-21,partner
O000001424,C0000533,paid,US,USD,2024-11-05,2024-11-10,partner
O000001425,C0000544,paid,DE,USD,2024-10-03,2024-10-12,partner
O000001426,C0006076,cancelled,GB,EUR,2024-01-04,2024-01-04,mobile
O000001427,C0009227,shipped,SE,EUR,2024-09-25,2024-10-06,partner
O000001428,C0001990,delivered,SE,EUR,2024-01-30,2024-02-03,web
O000001429,C0007538,delivered,FR,EUR,2025-02-28,2025-03-13,mobile
O000001430,C0000896,paid,ES,USD,2024-06-11,2024-06-21,mobile
O000001431,C0003474,created,FR,EUR,2023-09-21,2023-09-27,web
O000001432,C00003104,paid,US,PLN,2023-06-26,2023-06-27,mobile
O000001433,C0006151,paid,DE,EUR,2023-10-28,2023-11-04,web
O000001434, C0007570 ,paid,PL,EUR,2024-04-07,2024-04-08,mobile
O000001435,C0003830,delivered,US,EUR,2023-07-20,2023-07-29,mobile
O000001436,C0004823,delivered,SE,GBP,2023-11-28,2023-12-08,mobile
O000001437,C0010271,paid,US,USD,2023-07-24,2023-07-31,mobile
O000001438,C0004711,delivered,GB,EUR,2023-06-13,2023-06-13,web
O000001439,C0010901,shipped,FR,EUR,2024-12-10,2024-12-10,partner
O000001440,C0008831,cancelled,ES,EUR,2024-02-01,2024-02-14,partner
O000001441,C0008547,refunded,NL,EUR,2024-02-25,2024-02-25,web
O000001442,c0001684,shipped,PL,EUR,2024-08-20,2024-08-24,partner
O000001443,C0005959,created,ES,EUR,2025-04-11,2025-04-11,partner
O000001444,C0005023,paid,NL,PLN,2025-01-02,2025-01-11,web
O000001445,C0000014,cancelled,GB,USD,2024-09-12,2024-09-25,mobile
O000001446,C0002019,delivered,GB,PLN,2024-08-12,2024-08-25,web
O000001447,C0001641,paid,FR,PLN,2024-09-04,2024-09-05,web
O000001448,C0010806,shipped,DE,USD,2025-02-17,2025-02-24,web
O000001449,C0001321,refunded,FR,USD,2024-10-20,2024-10-25,mobile
O000001450,C0005286,created,US,EUR,2025-03-29,2025-04-04,web
O000001451,C0010506,paid,SE,EUR,2023-04-21,2023-04-21,web
O000001452,C0009335,refunded,GB,USD,2023-07-11,2023-07-15,partner
O000001453,C0011807,shipped,DE,EUR,2024-03-07,2024-03-08,web
O000001454,C0006468,paid,US,EUR,2025-03-08,2025-03-15,mobile
O000001455,C0010996,created,GB,EUR,2024-04-30,2024-05-01,web
O000001456,C0009028,paid,NL,USD,2024-11-01,2024-11-08,partner
O000001457,C0005581,paid,NL,USD,2023-01-11,2023-01-13,partner
O000001458,C0003794,delivered,US,USD,2023-07-30,2023-08-04,mobile
O000001459,C0004359,paid,SE,USD,2024-10-11,2024-10-24,web
O000001460,C0002708,paid,SE,USD,2025-04-02,2025-04-09,partner
O000001461,C0006742,refunded,DE,GBP,2023-08-05,2023-08-12,mobile
O000001462,c0004135,delivered,GB,EUR,2025-05-30,2025-06-08,partner
O000001463,C0004473,delivered,US,EUR,2025-03-17,2025-03-23,partner
O000001464,C0000617,paid,FR,EUR,2023-01-04,2023-01-07,web
O000001465,C0008640,cancelled,ES,EUR,2023-07-14,2023-07-23,mobile
O000001466,c0000720,shipped,PL,USD,2023-06-23,2023-07-06,partner
O000001467,C0004236,created,US,EUR,2025-05-10,2025-05-20,web
O000001468,C0007074,created,US,EUR,2023-04-14,2023-04-16,web
O000001469,C0003589,delivered,PL,USD,2023-07-20,2023-07-23,mobile
O000001470,C0011814,created,NL,EUR,2025-01-01,2025-01-13,partner
O000001471,C0006236,shipped,SE,EUR,2023-06-22,2023-06-30,partner
O000001472,C0006773,delivered,US,USD,2024-05-28,2024-06-01,mobile
O000001473,C0008859,created,DE,USD,2025-06-19,2025-06-29,mobile
O000001474,C0001102,delivered,FR,EUR,2024-07-18,2024-07-24,web
O000001475,C0009680,shipped,NL,GBP,2023-04-21,2023-04-30,mobile
O000001476,C0011168,paid,SE,USD,2023-11-08,2023-11-15,mobile
O000001477,C0010515,delivered,NL,USD,2024-04-27,2024-04-30,partner
O000001478,C0003685,created,US,USD,2023-01-10,2023-01-24,web
O000001479,C0009143,created,US,EUR,2025-02-14,2025-02-24,web
O000001480,C0002430,shipped,US,PLN,2025-06-08,2025-06-20,web
O000001481,C0005927,shipped,DE,EUR,2023-11-01,2023-11-10,partner
O000001482,C0010993,paid,DE,EUR,2023-06-10,2023-06-19,web
O000001483,C0011264,shipped,SE,EUR,2024-02-09,2024-02-16,mobile
O000001484,C0007278,shipped,SE,EUR,2024-10-14,2024-10-19,mobile
O000001485,C0005587,shipped,PL,EUR,2024-12-07,2024-12-15,partner
O000001486,c0010201,shipped,NL,EUR,2024-08-20,2024-08-22,web
O000001487,C0005963,delivered,DE,USD,2023-08-11,2023-08-24,web
O000001488,C0009447,paid,FR,EUR,2023-06-17,2023-07-01,web
O000001489,C0005064,paid,DE,EUR,2023-09-24,2023-10-06,web
O000001490,C0001826,shipped,PL,EUR,2023-08-18,2023-08-31,web
O000001491,C0010849,paid,PL,USD,2023-07-07,2023-07-12,mobile
O000001492,C0007575,delivered,US,EUR,2023-09-30,2023-10-11,web
O000001493,C0005146,paid,PL,GBP,2025-03-17,2025-03-28,partner
O000001494,C0002764,delivered,US,EUR,2024-09-30,2024-10-01,mobile
O000001495,C0001802,cancelled,DE,EUR,2024-03-20,2024-03-22,web
O000001496,C0002885,delivered,DE,EUR,2024-03-09,2024-03-13,mobile
O000001497,C0004266,delivered,DE,PLN,2024-07-18,2024-07-26,mobile
O000001498,C0011087,delivered,US,EUR,2024-09-01,2024-09-01,mobile
O000001499,C0002912,shipped,US,EUR,2024-09-28,2024-10-08,partner
O000001500,C0002370,shipped,US,EUR,2024-01-26,2024-02-05,web
O000001501,C0005341,delivered,FR,USD,2024-02-22,2024-03-05,partner
O000001502,C0009394,shipped,US,EUR,2024-09-29,2024-10-09,mobile
O000001503,C0005257,cancelled,NL,USD,2025-05-07,2025-05-12,web
O000001504,C0011176,paid,GB,USD,2024-06-04,2024-06-09,partner
O000001505, C0011579 ,created,FR,EUR,2025-03-22,2025-03-31,partner
O000001506,C0008514,paid,US,EUR,2024-12-23,2024-12-29,partner
O000001507,C0005615,paid,US,EUR,2024-06-03,2024-06-03,mobile
O000001508,C0002199,shipped,DE,USD,2025-04-09,2025-04-22,mobile
O000001509,C0002265,paid,PL,EUR,2024-07-05,2024-07-08,web
O000001510,C0004812,shipped,ES,USD,2025-05-21,2025-05-25,partner
O000001511,C0009839,paid,NL,USD,2024-01-02,2024-01-03,mobile
O000001512,C0009515,delivered,GB,EUR,2024-09-23,2024-10-01,mobile
O000001513,C0010937,delivered,US,USD,2023-10-11,2023-10-21,web
O000001514,C0001782,delivered,NL,EUR,2023-09-06,2023-09-20,web
O000001515,C0006271,shipped,ES,EUR,2023-06-06,2023-06-13,mobile
O000001516,C0006647,delivered,GB,GBP,2024-12-18,2024-12-31,partner
O000001517,C0009214,shipped,ES,USD,2024-07-03,2024-07-15,web
O000001518,C0002970,shipped,US,EUR,2025-01-20,2025-01-27,web
O000001519, C0010162 ,delivered,NL,EUR,2023-03-11,2023-03-24,web
O000001520,C0009907,created,PL,GBP,2024-01-14,2024-01-20,web
O000001521,C0008402,delivered,FR,PLN,2024-09-18,2024-09-22,mobile
O000001522,C0007329,paid,GB,EUR,2023-11-20,2023-11-27,web
O000001523,C0003235,delivered,US,EUR,2024-11-02,2024-11-10,web
O000001524,C0004385,shipped,PL,EUR,2024-06-14,2024-06-20,web
O000001525,C0009336,paid,DE,EUR,2023-09-04,2023-09-06,web
O000001526,C0003660,delivered,PL,EUR,2023-05-17,2023-05-19,web
O000001527,C0002961,paid,DE,GBP,2024-08-27,2024-08-29,partner
O000001528,C0005671,shipped,US,EUR,2025-01-26,2025-02-01,web
O000001529,C0010773,refunded,GB,GBP,2024-01-19,2024-01-29,mobile
O000001530,C0009157,cancelled,ES,USD,2024-10-10,2024-10-12,mobile
O000001531,C0000164,paid,GB,EUR,2024-03-24,2024-04-03,web
O000001532,C0008937,created,ES,GBP,2023-06-10,2023-06-21,mobile
O000001533,C0003941,paid,GB,USD,2023-06-19,2023-06-23,mobile
O000001534,C0007216,delivered,FR,USD,2025-05-05,2025-05-10,mobile
O000001535,C0010072,paid,US,EUR,2023-03-12,2023-03-19,mobile
O000001536,C0000140,created,NL,EUR,2024-11-29,2024-12-12,web
O000001537,C0005707,paid,US,PLN,2025-04-11,2025-04-15,partner
O000001538,C0009431,delivered,PL,USD,2024-11-07,2024-11-11,mobile
O000001539,C0001002,shipped,NL,EUR,2023-01-09,2023-01-13,web
O000001540,C0001801,created,US,USD,2024-12-01,2024-12-07,web
O000001541,C0007923,refunded,US,EUR,2023-12-10,2023-12-11,web
O000001542,C0000335,delivered,US,EUR,2023-09-30,2023-10-08,mobile
O000001543, C0008983 ,shipped,GB,EUR,2023-08-13,2023-08-22,web
O000001544,C00003855,cancelled,US,EUR,2023-05-13,2023-05-26,mobile
O000001545,C0007876,paid,US,PLN,2023-01-23,2023-01-31,mobile
O000001546,C0007892,delivered,DE,USD,2023-09-22,2023-09-28,web
O000001547,C0004137,created,US,EUR,2024-03-22,2024-03-23,web
O000001548,C0001825,cancelled,DE,USD,2023-08-21,2023-09-02,mobile
O000001549,C0002132,shipped,NL,EUR,2024-01-19,2024-01-29,web
O000001550,C0010827,paid,SE,EUR,2024-05-07,2024-05-20,web
O000001551,C0010412,shipped,FR,USD,2025-02-09,2025-02-10,partner
O000001552,C0000240,shipped,DE,GBP,2025-02-28,2025-03-09,web
O000001553,C0007804,delivered,NL,EUR,2024-01-15,2024-01-23,partner
O000001554,C0011962,created,DE,EUR,2024-08-04,2024-08-10,mobile
O000001555,C0011369,paid,NL,PLN,2023-06-27,2023-06-30,web
O000001556,C0006602,shipped,US,EUR,2023-07-25,2023-07-27,web
O000001557,C0008588,paid,US,EUR,2023-10-03,2023-10-03,partner
O000001558,C0001177,shipped,US,PLN,2024-09-02,2024-09-13,mobile
O000001559,C0011011,shipped,US,EUR,2024-04-14,2024-04-15,partner
O000001560,C0010109,shipped,NL,GBP,2024-10-18,2024-10-24,partner
O000001561,C0001787,created,US,EUR,2023-11-09,2023-11-22,partner
O000001562,C0011167,delivered,NL,USD,2024-04-30,2024-05-14,partner
O000001563,C0003914,created,FR,PLN,2023-04-26,2023-05-01,mobile
O000001564,C0004607,delivered,SE,USD,2024-03-09,2024-03-20,partner
O000001565,C0007204,shipped,DE,EUR,2024-03-18,2024-03-25,partner
O000001566,C0006192,created,PL,EUR,2023-07-05,2023-07-05,partner
O000001567,C0002451,shipped,DE,USD,2023-08-07,2023-08-20,partner
O000001568,C0001285,created,US,USD,2023-06-17,2023-06-20,mobile
O000001569,C0000183,delivered,SE,EUR,2023-10-03,2023-10-17,web
O000001570,C0007782,delivered,DE,EUR,2023-01-25,2023-02-08,web
O000001571,C0001616,cancelled,DE,EUR,2024-07-30,2024-08-02,mobile
O000001572,C0001198,paid,DE,EUR,2024-11-16,2024-11-30,web
O000001573,C0001152,delivered,DE,USD,2024-12-12,2024-12-12,mobile
O000001574,C0008319,paid,PL,PLN,2023-11-28,2023-11-29,partner
O000001575,C0001345,paid,DE,EUR,2025-01-14,2025-01-24,mobile
O000001576,C0010353,refunded,PL,EUR,2023-12-04,2023-12-17,partner
O000001577,C0005725,delivered,DE,PLN,2023-07-07,2023-07-09,mobile
O000001578,C0006868,cancelled,DE,EUR,2025-05-04,2025-05-13,partner
O000001579,C0001019,delivered,PL,EUR,2024-03-20,2024-04-02,partner
O000001580,C0003697,delivered,PL,EUR,2023-03-21,2023-03-31,mobile
O000001581,C0001986,cancelled,US,PLN,2025-02-17,2025-02-18,partner
O000001582,C0008874,paid,US,USD,2023-09-24,2023-09-27,web
O000001583,C0009159,cancelled,PL,EUR,2023-06-22,2023-06-30,mobile
O000001584,C0010953,delivered,PL,EUR,2024-02-24,2024-02-26,mobile
O000001585,C0001843,delivered,ES,USD,2023-06-21,2023-06-21,partner
O000001586,C0002415,paid,DE,GBP,2024-04-25,2024-05-06,mobile
O000001587,C0003134,created,DE,USD,2023-09-17,2023-09-19,mobile
O000001588,C0002758,delivered,US,EUR,2024-02-16,2024-02-28,partner
O000001589,C0007009,paid,US,USD,2024-06-15,2024-06-28,partner
O000001590,C0000318,refunded,US,USD,2023-11-28,2023-11-29,mobile
O000001591,C0003778,delivered,US,EUR,2024-01-06,2024-01-18,mobile
O000001592,C0000495,paid,NL,EUR,2023-06-13,2023-06-15,partner
O000001593,C0000848,paid,DE,EUR,2024-06-15,2024-06-23,web
O000001594,C0006612,shipped,US,EUR,2024-05-31,2024-06-10,partner
O000001595,C0000391,created,SE,EUR,2023-08-23,2023-08-27,web
O000001596,C0003617,delivered,FR,EUR,2024-03-08,2024-03-13,partner
O000001597,C0000784,created,PL,EUR,2023-05-29,2023-06-01,partner
O000001598,C0010446,delivered,ES,EUR,2024-03-22,2024-03-25,mobile
O000001599,C0002897,shipped,FR,EUR,2025-06-06,2025-06-18,mobile
O000001600,C0002551,delivered,US,GBP,2023-02-19,2023-02-25,partner
O000001601,C0009964,delivered,DE,EUR,2025-04-14,2025-04-22,partner
O000001602,C0005517,shipped,GB,EUR,2023-05-05,2023-05-08,mobile
O000001603,C0009453,created,ES,USD,2023-04-12,2023-04-15,mobile
O000001604,C0010321,created,SE,USD,2023-09-18,2023-09-23,web
O000001605,C0011060,paid,US,EUR,2024-04-01,2024-04-15,mobile
O000001606,C0001765,delivered,US,EUR,2023-05-07,2023-05-13,web
O000001607,C00000431,cancelled,DE,EUR,2024-07-30,2024-07-31,web
O000001608,C0008126,shipped,SE,EUR,2024-11-17,2024-11-23,partner
O000001609,C0009550,shipped,DE,EUR,2024-02-07,2024-02-08,partner
O000001610,C0005672,shipped,SE,EUR,2023-09-23,2023-09-29,web
O000001611,C0004192,shipped,GB,USD,2024-05-09,2024-05-23,partner
O000001612,C0010883,created,NL,EUR,2024-06-22,2024-07-02,mobile
O000001613,C0009650,shipped,NL,EUR,2024-11-23,2024-11-27,web
O000001614,C0002199,delivered,DE,EUR,2025-06-11,2025-06-18,mobile
O000001615,C0007921,paid,PL,USD,2023-07-06,2023-07-08,partner
O000001616,C0000518,delivered,US,EUR,2023-06-19,2023-07-02,mobile
O000001617,C0002539,paid,US,USD,2024-10-20,2024-10-20,mobile
O000001618,C0001876,shipped,US,EUR,2024-04-28,2024-04-30,partner
O000001619,C0002481,delivered,FR,EUR,2024-01-10,2024-01-12,web
O000001620,C0005268,delivered,US,GBP,2025-05-22,2025-05-27,mobile
O000001621,C0001765,cancelled,US,EUR,2023-04-10,2023-04-19,mobile
O000001622,C0009314,delivered,SE,EUR,2025-04-21,2025-05-01,mobile
O000001623,C0003983,refunded,DE,USD,2025-05-28,2025-05-29,mobile
O000001624,C0005653,created,GB,EUR,2024-09-08,2024-09-14,mobile
O000001625,C0003756,shipped,PL,EUR,2024-06-13,2024-06-17,web
O000001626,C0006093,delivered,US,EUR,2024-10-13,2024-10-25,web
O000001627,C0009422,shipped,GB,EUR,2025-05-08,2025-05-09,partner
O000001628,C0008948,created,DE,USD,2024-05-14,2024-05-24,web
O000001629,C0003843,paid,PL,EUR,2024-04-24,2024-05-07,partner
O000001630,C0006718,paid,US,EUR,2024-01-03,2024-01-09,partner
O000001631,C0004494,delivered,NL,PLN,2024-12-22,2024-12-22,mobile
O000001632,C0003727,delivered,GB,EUR,2025-05-26,2025-06-07,web
O000001633,C0001199,paid,PL,USD,2025-04-15,2025-04-26,web
O000001634,C0010158,delivered,ES,EUR,2023-04-10,2023-04-17,mobile
O000001635,C0000046,created,DE,USD,2024-08-19,2024-09-01,partner
O000001636,C0002862,paid,US,EUR,2023-12-26,2024-01-08,partner
O000001637,C0004413,created,DE,PLN,2023-07-22,2023-07-28,web
O000001638,C0007640,paid,DE,USD,2023-07-12,2023-07-21,web
O000001639,C0007736,created,ES,USD,2023-06-15,2023-06-16,web
O000001640,C0002117,paid,GB,EUR,2025-03-21,2025-04-02,mobile
O000001641,C0007381,paid,US,USD,2023-03-30,2023-04-02,partner
O000001642,C0003058,shipped,DE,USD,2023-12-22,2024-01-04,web
O000001643,C0004703,paid,GB,EUR,2023-09-07,2023-09-18,partner
O000001644,C0006905,delivered,PL,EUR,2023-12-25,2024-01-04,mobile
O000001645,C0000964,paid,DE,EUR,2024-06-20,2024-06-30,partner
O000001646,C0007950,delivered,PL,PLN,2023-01-26,2023-01-27,partner
O000001647,C0011642,created,FR,EUR,2023-01-22,2023-01-23,web
O000001648,C0004500,created,US,EUR,2023-09-13,2023-09-22,mobile
O000001649,C0009262,refunded,ES,EUR,2023-01-05,2023-01-13,mobile
O000001650,C0002294,paid,US,PLN,2024-03-17,2024-03-19,partner
O000001651, C0009716 ,paid,NL,USD,2024-08-22,2024-08-31,mobile
O000001652,C0001968,created,ES,GBP,2023-04-27,2023-05-07,partner
O000001653,C0005782,delivered,DE,EUR,2023-08-07,2023-08-08,mobile
O000001654,C0005287,shipped,ES,EUR,2025-05-03,2025-05-05,partner
O000001655,C0008879,cancelled,SE,EUR,2023-06-20,2023-06-26,mobile
O000001656,C0005384,paid,ES,USD,2023-05-31,2023-06-04,web
O000001657,C0002085,delivered,US,USD,2023-07-20,2023-07-24,web
O000001658,C0008841,paid,GB,EUR,2024-05-15,2024-05-22,web
O000001659,C0006872,cancelled,DE,EUR,2023-02-21,2023-03-05,partner
O000001660,C0004778,paid,PL,EUR,2024-05-05,2024-05-17,web
O000001661,C0005350,delivered,US,USD,2025-04-05,2025-04-19,partner
O000001662,C0002329,paid,PL,EUR,2025-06-08,2025-06-08,partner
O000001663,C0008043,paid,PL,USD,2023-03-17,2023-03-25,mobile
O000001664,C0010326,paid,US,USD,2023-01-17,2023-01-17,mobile
O000001665,C0002901,shipped,GB,PLN,2023-03-08,2023-03-16,mobile
O000001666,C00002524,shipped,US,EUR,2023-12-06,2023-12-15,mobile
O000001667,C0005759,delivered,GB,EUR,2024-04-12,2024-04-23,web
O000001668,C0011795,paid,FR,USD,2024-11-20,2024-11-25,mobile
O000001669,C0010480,paid,NL,EUR,2023-12-17,2023-12-27,web
O000001670,C0003775,cancelled,US,USD,2023-09-15,2023-09-17,web
O000001671,C0009607,delivered,US,USD,2024-04-02,2024-04-11,mobile
O000001672,C0005330,created,FR,USD,2024-03-17,2024-03-21,web
O000001673,C0008602,shipped,US,EUR,2023-10-06,2023-10-10,web
O000001674,C0006975,refunded,GB,USD,2024-12-27,2025-01-02,partner
O000001675,C0004467,paid,DE,EUR,2024-09-12,2024-09-23,mobile
O000001676,C0007664,created,SE,EUR,2025-01-31,2025-02-04,partner
O000001677,C0005675,paid,ES,PLN,2023-05-04,2023-05-05,partner
O000001678,C0003012,cancelled,US,EUR,2024-11-13,2024-11-17,web
O000001679,C0011364,delivered,PL,USD,2024-10-08,2024-10-11,web
O000001680,C0005290,cancelled,SE,USD,2023-04-11,2023-04-11,web
O000001681,C0005229,paid,US,USD,2023-09-16,2023-09-19,web
O000001682,C0011945,delivered,US,USD,2023-11-08,2023-11-16,partner
O000001683,C0005643,shipped,PL,EUR,2024-10-18,2024-10-22,web
O000001684,c0004539,refunded,PL,USD,2023-03-05,2023-03-18,mobile
O000001685,C0006747,paid,SE,EUR,2023-02-10,2023-02-13,mobile
O000001686,C0001267,delivered,DE,EUR,2025-05-03,2025-05-05,mobile
O000001687,C0004981,shipped,ES,GBP,2023-01-30,2023-02-06,web
O000001688,C0006086,delivered,SE,EUR,2025-04-27,2025-05-07,mobile
O000001689,C0008896,delivered,SE,EUR,2025-03-03,2025-03-14,web
O000001690,C0004756,paid,DE,EUR,2023-07-03,2023-07-06,partner
O000001691,C0011086,delivered,NL,PLN,2023-12-05,2023-12-14,partner
O000001692,C0007383,delivered,PL,PLN,2023-04-02,2023-04-12,web
O000001693,C0006013,paid,ES,USD,2024-01-05,2024-01-07,partner
O000001694, C0008627 ,paid,ES,USD,2023-05-08,2023-05-21,mobile
O000001695,C0002634,paid,NL,EUR,2023-03-26,2023-03-31,mobile
O000001696,C0000617,refunded,ES,USD,2023-09-28,2023-09-29,mobile
O000001697,C0003697,paid,PL,EUR,2023-12-17,2023-12-29,web
O000001698,C0004479,paid,DE,EUR,2023-03-18,2023-03-31,partner
O000001699,C0004878,paid,GB,EUR,2023-09-27,2023-09-27,web
O000001700,C0011604,paid,SE,EUR,2024-02-19,2024-02-23,partner
O000001701,C0007883,delivered,PL,EUR,2024-09-27,2024-10-05,web
O000001702,C0001612,delivered,FR,EUR,2023-09-21,2023-09-24,web
O000001703,C0009896,paid,ES,EUR,2023-09-27,2023-09-28,web
O000001704,C00003659,refunded,DE,EUR,2024-04-25,2024-05-04,mobile
O000001705,C0011368,paid,SE,EUR,2023-06-14,2023-06-23,mobile
O000001706,C0003637,delivered,PL,EUR,2025-05-14,2025-05-18,partner
O000001707,C0007276,refunded,US,USD,2023-05-03,2023-05-13,partner
O000001708,C0006288,created,FR,EUR,2024-09-22,2024-09-29,partner
O000001709,C0000638,created,US,USD,2025-03-21,2025-04-01,partner
O000001710,C0007082,paid,FR,EUR,2023-09-03,2023-09-04,partner
O000001711,C0003793,delivered,SE,USD,2024-07-26,2024-08-04,web
O000001712,C0003512,cancelled,US,EUR,2024-10-08,2024-10-09,partner
O000001713,C0006306,shipped,PL,EUR,2024-10-26,2024-11-02,partner
O000001714,C0008578,cancelled,GB,EUR,2024-01-22,2024-01-23,web
O000001715,C0010252,shipped,GB,PLN,2024-11-20,2024-11-25,partner
O000001716,C0001710,shipped,ES,PLN,2023-11-02,2023-11-16,mobile
O000001717,C0007058,cancelled,SE,EUR,2024-02-18,2024-02-28,mobile
O000001718,C0002925,delivered,SE,EUR,2024-10-21,2024-10-22,mobile
