payment_id,order_id,status,amount,currency,created_date
PAY0000005638,O000005638,captured,33.13,EUR,2025-06-19
PAY0000005639,O000005639,captured,10.96,USD,2025-04-30
PAY0000005640,O000005640,captured,11.7,EUR,2024-10-22
PAY0000005641,o000005641,captured,39.89,EUR,2023-09-25
PAY0000005643,O000005643,failed,38.71,USD,2025-05-11
PAY0000005644,O000005644,captured,26.42,USD,2023-03-26
PAY0000005645,O000005645,partial_refund,14.73,EUR,2024-11-24
PAY0000005646,O000005646,captured,17.84,GBP,2025-03-27
PAY0000005647,O000005647,captured,14.32,USD,2025-05-14
PAY0000005648,O000005648,captured,25.55,EUR,2025-02-13
PAY0000005649,O000005649,refunded,27.28,EUR,2023-01-23
PAY0000005650,O000005650,authorized,18.41,EUR,2024-04-17
PAY0000005652,O000005652,captured,31.6,GBP,2023-10-13
PAY0000005653,O000005653,captured,27.59,USD,2024-10-11
PAY0000005654,O000005654,captured,45.0,EUR,2023-03-04
PAY0000005655,O000005655,captured,22.09,USD,2024-04-01
PAY0000005657,O000005657,captured,19.87,EUR,2024-02-26
PAY0000005658,O000005658,partial_refund,36.42,EUR,2024-03-18
PAY0000005659,O000005659,refunded,45.7,EUR,2024-07-07
PAY0000005660,O000005660,refunded,10.32,EUR,2023-10-22
PAY0000005661,O000005661,captured,35.03,USD,2024-07-28
PAY0000005662, O000005662 ,captured,17.51,EUR,2024-03-01
PAY0000005663,O000005663,captured,63.29,EUR,2023-11-28
PAY0000005664,O000005664,refunded,39.43,EUR,2025-04-23
PAY0000005665,O000005665,captured,12.06,GBP,2024-07-03
PAY0000005666,O000005666,captured,15.42,USD,2023-12-16
PAY0000005667,O000005667,refunded,16.67,PLN,2023-12-01
PAY0000005668,O000005668,captured,43.91,EUR,2025-06-07
PAY0000005669,O000005669,partial_refund,8.37,USD,2024-09-21
PAY0000005670,O000005670,captured,31.85,EUR,2024-09-20
PAY0000005672,O000005672,refunded,37.06,EUR,2023-07-12
PAY0000005673,O000005673,captured,70.27,PLN,2023-07-29
PAY0000005674,O000005674,failed,20.34,USD,2023-11-11
PAY0000005675,o000005675,captured,15.71,USD,2023-10-09
PAY0000005676,O000005676,captured,7.31,EUR,2023-10-28
PAY0000005677,O000005677,partial_refund,32.14,PLN,2023-01-14
PAY0000005678,O000005678,refunded,15.69,EUR,2024-06-29
PAY0000005679,O000005679,captured,16.95,PLN,2025-05-09
PAY0000005680,O000005680,captured,19.17,EUR,2024-10-12
PAY0000005681,O000005681,partial_refund,19.09,EUR,2024-12-27
PAY0000005682, O000005682 ,captured,14.05,EUR,2024-08-05
PAY0000005683,O000005683,captured,10.66,EUR,2023-01-26
PAY0000005684,O000005684,captured,28.46,EUR,2025-02-19
PAY0000005685,O000005685,authorized,33.75,USD,2024-11-29
PAY0000005686,O000005686,captured,14.09,EUR,2023-07-27
PAY0000005687,O000005687,failed,17.75,EUR,2024-05-13
PAY0000005688,O000005688,captured,16.06,EUR,2025-03-08
PAY0000005689,O000005689,refunded,15.19,PLN,2023-08-06
PAY0000005690,O000005690,captured,106.5,USD,2023-07-13
PAY0000005691,O000005691,failed,9.14,USD,2023-06-12
PAY0000005692,O000005692,captured,16.64,EUR,2025-04-03
PAY0000005693,O000005693,captured,29.83,EUR,2025-03-26
PAY0000005694,O000005694,captured,48.55,EUR,2024-01-19
PAY0000005695,O000005695,captured,45.62,EUR,2024-02-22
PAY0000005696,O000005696,captured,29.86,EUR,2025-06-19
PAY0000005697,O000005697,refunded,30.78,EUR,2024-04-24
PAY0000005698,O000005698,captured,7.83,EUR,2025-04-18
PAY0000005699,O000005699,captured,27.13,EUR,2023-03-20
PAY0000005700,O000005700,captured,12.97,EUR,2025-06-11
PAY0000005702,O000005702,captured,49.42,USD,2024-11-16
PAY0000005703,O000005703,captured,37.01,EUR,2023-03-29
PAY0000005704,O000005704,partial_refund,21.54,EUR,2024-09-25
PAY0000005705,O000005705,captured,22.55,EUR,2024-03-15
PAY0000005706,O000005706,captured,5.84,GBP,2023-02-17
PAY0000005707,O000005707,partial_refund,54.93,USD,2023-07-13
PAY0000005708,O000005708,captured,26.7,EUR,2024-07-06
PAY0000005709,O000005709,failed,19.82,EUR,2023-12-03
PAY0000005710,O000005710,authorized,48.79,USD,2023-01-11
PAY0000005711,O000005711,captured,43.44,EUR,2024-04-06
PAY0000005712,O000005712,captured,6.62,EUR,2023-06-17
PAY0000005713,O000005713,captured,48.52,EUR,2025-01-01
PAY0000005714,O000005714,captured,24.71,EUR,2023-06-30
PAY0000005715,O000005715,captured,34.35,USD,2023-02-17
PAY0000005716,O000005716,captured,38.91,EUR,2024-12-27
PAY0000005717,O000005717,captured,21.07,EUR,2024-04-17
PAY0000005718,O000005718,partial_refund,12.32,PLN,2023-06-10
PAY0000005719,O000005719,captured,65.06,EUR,2025-02-21
PAY0000005720,O000005720,authorized,21.43,USD,2025-03-19
PAY0000005721,O000005721,captured,16.76,USD,2023-05-31
PAY0000005722,O000005722,refunded,15.18,EUR,2023-09-13
PAY0000005723,O000005723,captured,18.25,USD,2024-01-31
PAY0000005724,O000005724,captured,26.09,EUR,2024-05-13
PAY0000005725,O000005725,captured,18.87,EUR,2024-05-12
PAY0000005726,O000005726,partial_refund,26.43,EUR,2025-04-06
PAY0000005727,O000005727,captured,9.73,EUR,2024-11-06
PAY0000005728,O000005728,captured,25.58,EUR,2025-06-09
PAY0000005729,O000005729,captured,8.08,USD,2024-12-24
PAY0000005730,O000005730,captured,46.36,EUR,2024-01-27
PAY0000005731,O000005731,captured,106.74,EUR,2023-04-09
PAY0000005732,O000005732,captured,4.22,USD,2025-05-26
PAY0000005733,O000005733,captured,54.94,PLN,2025-01-19
PAY0000005734,O000005734,captured,14.96,EUR,2023-05-04
PAY0000005735,O000005735,captured,4.33,USD,2024-09-15
PAY0000005736,O000005736,captured,23.66,PLN,2023-06-18
PAY0000005737,O000005737,captured,30.17,EUR,2024-09-04
PAY0000005738,O000005738,captured,19.81,PLN,2023-02-26
PAY0000005740,O000005740,authorized,95.66,USD,2024-08-02
PAY0000005741,O000005741,captured,8.31,EUR,2024-11-01
PAY0000005742,O000005742,captured,26.86,USD,2023-12-07
PAY0000005743,O000005743,captured,14.04,EUR,2024-04-30
PAY0000005744,O000005744,captured,17.41,USD,2023-09-27
PAY0000005745,O000005745,captured,32.16,EUR,2023-04-26
PAY0000005746,O000005746,captured,16.91,PLN,2023-06-23
PAY0000005747,O000005747,refunded,80.28,EUR,2024-11-16
PAY0000005748,O000005748,authorized,8.96,GBP,2023-01-02
PAY0000005749,O000005749,captured,31.45,USD,2023-03-07
PAY0000005750,O000005750,captured,13.49,PLN,2025-03-03
PAY0000005751,O000005751,captured,4.89,EUR,2024-03-05
PAY0000005752,O000005752,failed,50.46,PLN,2025-06-06
PAY0000005753,O000005753,partial_refund,16.55,EUR,2023-09-20
PAY0000005754,O000005754,captured,20.03,EUR,2023-11-07
PAY0000005755,O000005755,captured,17.56,EUR,2024-02-24
PAY0000005756,O000005756,captured,14.76,USD,2024-12-11
PAY0000005757,O000005757,authorized,14.13,EUR,2024-01-05
PAY0000005758,O000005758,captured,38.17,EUR,2024-11-05
PAY0000005759,O000005759,captured,44.6,EUR,2023-04-04
PAY0000005760,O000005760,captured,14.06,EUR,2025-01-18
PAY0000005761,O000005761,captured,17.62,EUR,2024-02-25
PAY0000005762,O000005762,refunded,34.28,EUR,2023-01-08
PAY0000005763,O000005763,captured,12.37,USD,2025-01-15
PAY0000005764,O000005764,captured,21.55,USD,2024-06-19
PAY0000005765,O000005765,captured,27.08,EUR,2024-05-30
PAY0000005766,O000005766,captured,12.05,EUR,2025-05-01
PAY0000005768,O000005768,captured,53.38,USD,2025-03-20
PAY0000005770,O000005770,captured,8.93,EUR,2023-05-29
PAY0000005771,O000005771,captured,19.86,GBP,2024-03-28
PAY0000005772,O000005772,captured,30.15,EUR,2024-03-07
PAY0000005774,O000005774,captured,18.49,USD,2023-06-18
PAY0000005775,O000005775,captured,10.04,GBP,2025-02-16
PAY0000005776,O000005776,captured,10.07,USD,2025-04-26
PAY0000005777,O000005777,captured,36.1,EUR,2023-10-16
PAY0000005778,O000005778,captured,33.56,EUR,2024-01-08
PAY0000005779,O000005779,refunded,7.83,EUR,2024-06-13
PAY0000005780,O000005780,authorized,11.71,USD,2023-09-02
PAY0000005781,O000005781,captured,14.29,EUR,2023-01-31
PAY0000005783,O000005783,captured,11.61,USD,2023-11-18
PAY0000005784,O000005784,authorized,33.22,USD,2023-06-08
PAY0000005785,O000005785,refunded,35.54,EUR,2024-03-24
PAY0000005787,O000005787,refunded,10.08,USD,2023-12-22
PAY0000005789,O000005789,captured,17.62,EUR,2023-11-07
PAY0000005790,O000005790,authorized,13.75,EUR,2023-04-23
PAY0000005791,O000005791,captured,17.02,EUR,2023-12-15
PAY0000005792,O000005792,failed,12.81,PLN,2023-10-02
PAY0000005793,O000005793,captured,18.93,EUR,2024-02-09
PAY0000005794,O000005794,refunded,9.18,USD,2023-12-04
PAY0000005795, O000005795 ,refunded,40.74,USD,2024-08-09
PAY0000005796,O000005796,captured,13.34,EUR,2023-07-24
PAY0000005797,O000005797,captured,8.15,GBP,2023-05-23
PAY0000005798,O000005798,captured,33.86,USD,2024-07-13
PAY0000005799,O000005799,captured,42.52,USD,2023-12-03
PAY0000005800,O000005800,captured,71.13,EUR,2025-03-16
PAY0000005801,o000005801,captured,24.72,EUR,2023-09-18
PAY0000005802,O000005802,captured,82.08,EUR,2025-01-21
PAY0000005803,O000005803,captured,98.29,EUR,2024-12-11
PAY0000005804,o000005804,captured,17.81,EUR,2024-01-05
PAY0000005805,O000005805,authorized,46.64,EUR,2023-11-17
PAY0000005807,O000005807,captured,48.16,EUR,2023-09-19
PAY0000005808,O000005808,captured,7.96,USD,2024-01-04
PAY0000005809,O000005809,refunded,48.0,USD,2024-12-19
PAY0000005810,O000005810,authorized,2.19,USD,2023-12-25
PAY0000005811,O000005811,captured,42.08,EUR,2024-05-31
PAY0000005812, O000005812 ,captured,12.0,GBP,2023-01-10
PAY0000005814,O000005814,refunded,47.3,USD,2025-04-04
PAY0000005816,O000005816,captured,20.4,EUR,2023-07-01
PAY0000005817,O000005817,captured,26.77,EUR,2023-09-30
PAY0000005818,O000005818,partial_refund,8.25,EUR,2024-07-05
PAY0000005820,O000005820,captured,6.22,EUR,2025-06-11
PAY0000005821,O000005821,captured,27.03,EUR,2023-02-03
PAY0000005822,O000005822,captured,33.49,EUR,2023-07-31
PAY0000005825,O000005825,captured,11.18,EUR,2025-02-26
PAY0000005826,O000005826,partial_refund,56.47,EUR,2023-12-11
PAY0000005827,O000005827,refunded,25.61,USD,2025-04-08
PAY0000005828,O000005828,captured,57.27,GBP,2024-01-14
PAY0000005829,O000005829,authorized,28.73,EUR,2023-05-19
PAY0000005830,O000005830,captured,18.29,EUR,2024-05-06
PAY0000005832,O000005832,captured,7.36,EUR,2025-03-24
PAY0000005833, O000005833 ,captured,8.14,EUR,2024-01-17
PAY0000005834,O000005834,refunded,32.16,EUR,2025-03-31
PAY0000005835,O000005835,failed,24.01,EUR,2023-07-11
PAY0000005836,O000005836,authorized,19.4,EUR,2023-07-24
PAY0000005837,O000005837,captured,8.2,EUR,2025-05-15
PAY0000005838,O000005838,captured,81.88,USD,2025-02-14
PAY0000005839, O000005839 ,failed,27.51,USD,2024-12-22
PAY0000005841,O000005841,captured,17.31,USD,2024-07-12
PAY0000005842,O000005842,captured,13.68,EUR,2023-12-23
PAY0000005843,O000005843,captured,23.71,EUR,2023-07-31
PAY0000005844,O000005844,captured,55.47,EUR,2025-04-29
PAY0000005845,O000005845,captured,37.53,PLN,2025-01-26
PAY0000005846,O000005846,captured,17.98,USD,2024-12-09
PAY0000005847,O000005847,captured,24.44,EUR,2023-01-25
PAY0000005848,O000005848,authorized,20.41,PLN,2023-01-26
PAY0000005849,O000005849,refunded,76.12,EUR,2024-07-19
PAY0000005850,O000005850,partial_refund,17.98,USD,2023-10-26
PAY0000005851,O000005851,refunded,4.39,USD,2025-02-26
PAY0000005852,O000005852,captured,43.61,USD,2023-12-09
PAY0000005853,O000005853,captured,52.83,GBP,2025-05-02
PAY0000005854,O000005854,refunded,52.77,EUR,2024-02-23
PAY0000005855,O000005855,captured,26.93,EUR,2024-11-06
PAY0000005856,O000005856,captured,9.56,EUR,2023-07-10
PAY0000005857,O000005857,partial_refund,14.39,EUR,2023-11-30
PAY0000005858,O000005858,captured,116.63,EUR,2023-01-01
PAY0000005859,O000005859,authorized,14.38,EUR,2025-03-25
PAY0000005860,O000005860,captured,18.78,USD,2024-04-09
PAY0000005861,O000005861,failed,43.25,USD,2023-02-23
PAY0000005862,O000005862,captured,22.03,EUR,2023-05-01
PAY0000005863,O000005863,authorized,27.23,PLN,2025-02-26
PAY0000005865,O000005865,captured,14.71,USD,2023-06-12
PAY0000005866,O000005866,captured,23.78,EUR,2023-10-23
PAY0000005867,O000005867,authorized,40.45,EUR,2023-09-06
PAY0000005868,O000005868,captured,18.95,EUR,2023-01-24
PAY0000005869,O000005869,captured,37.79,EUR,2024-10-19
PAY0000005870,O000005870,captured,23.02,EUR,2024-10-16
PAY0000005871, O000005871 ,captured,42.08,EUR,2023-10-27
PAY0000005872,O000005872,captured,30.54,EUR,2023-05-15
PAY0000005873,O000005873,failed,17.48,GBP,2024-05-11
PAY0000005874,O000005874,authorized,12.22,EUR,2024-10-25
PAY0000005875,O000005875,captured,21.94,USD,2025-02-20
PAY0000005876,O000005876,captured,17.37,USD,2023-10-20
PAY0000005877,O000005877,captured,15.14,EUR,2023-10-23
PAY0000005878,O000005878,authorized,57.78,USD,2024-03-05
PAY0000005879,O000005879,captured,10.11,EUR,2024-11-05
PAY0000005880,O000005880,partial_refund,47.47,EUR,2024-09-18
PAY0000005881,O000005881,captured,17.56,USD,2025-05-29
PAY0000005882,O000005882,captured,63.57,EUR,2023-03-24
PAY0000005883,O000005883,captured,7.47,GBP,2024-10-05
PAY0000005884,O000005884,authorized,37.98,USD,2024-10-18
PAY0000005885, O000005885 ,captured,67.43,EUR,2023-10-03
PAY0000005886,O000005886,failed,26.94,EUR,2024-09-09
PAY0000005887,O000005887,captured,26.33,GBP,2025-01-04
PAY0000005888,O000005888,captured,22.0,GBP,2024-02-09
PAY0000005889,O000005889,captured,39.97,EUR,2024-01-19
PAY0000005890,O000005890,captured,59.19,PLN,2025-05-26
PAY0000005891,O000005891,failed,10.15,EUR,2025-01-16
PAY0000005892, O000005892 ,captured,70.8,EUR,2025-05-23
PAY0000005894,O000005894,captured,20.66,EUR,2024-02-25
PAY0000005895,O000005895,captured,16.5,USD,2025-03-23
PAY0000005896,O000005896,captured,22.13,EUR,2023-12-23
PAY0000005897,O000005897,captured,11.72,EUR,2023-06-28
PAY0000005898, O000005898 ,captured,86.13,EUR,2023-02-22
PAY0000005899,O000005899,captured,9.23,GBP,2024-01-19
PAY0000005900,O000005900,captured,16.03,USD,2024-01-10
PAY0000005901,O000005901,captured,16.14,EUR,2023-01-22
PAY0000005902,o000005902,captured,33.22,EUR,2023-01-18
PAY0000005903,O000005903,captured,36.98,USD,2024-09-13
PAY0000005904,O000005904,captured,31.36,EUR,2024-03-08
PAY0000005905,O000005905,captured,13.17,EUR,2023-03-25
PAY0000005906,O000005906,captured,20.05,GBP,2024-10-07
PAY0000005907,O000005907,partial_refund,20.56,EUR,2024-11-02
PAY0000005908,O000005908,refunded,49.24,EUR,2024-10-26
PAY0000005909,O000005909,refunded,5.29,EUR,2023-09-17
PAY0000005910,O000005910,captured,10.36,GBP,2024-02-02
PAY0000005911,O000005911,captured,24.0,EUR,2023-07-24
PAY0000005912,O000005912,captured,49.71,EUR,2023-01-20
PAY0000005913,O000005913,captured,32.05,EUR,2023-06-22
PAY0000005914,O000005914,captured,14.94,EUR,2025-05-12
PAY0000005915,O000005915,captured,14.93,EUR,2025-03-22
PAY0000005916,O000005916,captured,39.15,PLN,2023-07-13
PAY0000005917,O000005917,authorized,48.77,EUR,2024-07-24
PAY0000005918,o000005918,captured,8.41,EUR,2023-05-25
PAY0000005919,O000005919,partial_refund,28.17,EUR,2025-04-12
PAY0000005920,O000005920,partial_refund,20.37,EUR,2023-01-15
PAY0000005921,O000005921,authorized,58.37,EUR,2024-04-19
PAY0000005922,O000005922,captured,56.45,EUR,2024-10-12
PAY0000005923,O000005923,authorized,23.12,EUR,2024-09-10
PAY0000005924,O000005924,failed,20.64,EUR,2024-04-03
PAY0000005925,O000005925,captured,18.63,EUR,2023-03-05
PAY0000005926,O000005926,captured,6.2,PLN,2023-03-11
PAY0000005927,O000005927,captured,24.46,USD,2023-02-26
PAY0000005928,O000005928,captured,13.61,EUR,2023-03-07
PAY0000005929,O000005929,captured,14.33,EUR,2023-09-10
PAY0000005930,O000005930,failed,13.97,USD,2023-11-23
PAY0000005931,O000005931,authorized,18.29,PLN,2025-05-02
PAY0000005932,O000005932,captured,25.59,EUR,2024-11-01
PAY0000005933,O000005933,captured,11.67,USD,2025-05-04
PAY0000005934,O000005934,captured,4.31,USD,2023-08-16
PAY0000005935,O000005935,authorized,34.06,EUR,2023-09-24
PAY0000005936,O000005936,captured,22.46,EUR,2024-03-24
PAY0000005937,O000005937,captured,10.3,USD,2025-05-12
PAY0000005938, O000005938 ,partial_refund,32.03,EUR,2025-01-22
PAY0000005939,O000005939,refunded,13.58,EUR,2024-02-05
PAY0000005940, O000005940 ,captured,21.95,EUR,2024-10-07
PAY0000005941,O000005941,failed,6.51,EUR,2023-05-15
PAY0000005942,O000005942,captured,22.25,USD,2023-09-29
PAY0000005943,O000005943,refunded,32.55,EUR,2025-04-29
PAY0000005944,O000005944,captured,71.84,GBP,2024-08-19
PAY0000005945,o000005945,captured,42.14,EUR,2024-07-14
PAY0000005947,O000005947,authorized,32.14,USD,2024-12-25
PAY0000005948,O000005948,partial_refund,22.18,EUR,2023-10-28
PAY0000005949,O000005949,authorized,34.22,EUR,2024-11-20
PAY0000005950,O000005950,captured,14.05,PLN,2025-03-05
PAY0000005951,O000005951,captured,35.25,EUR,2023-01-10
PAY0000005952,O000005952,captured,38.17,EUR,2024-10-20
PAY0000005953,O000005953,captured,26.86,EUR,2023-04-18
PAY0000005954,O000005954,captured,44.62,USD,2023-05-17
PAY0000005955,O000005955,captured,35.3,USD,2024-09-06
PAY0000005956,O000005956,captured,12.66,EUR,2025-06-01
PAY0000005957,O000005957,authorized,18.03,EUR,2023-04-27
PAY0000005958,O000005958,captured,60.24,EUR,2024-11-06
PAY0000005959,O000005959,captured,68.12,EUR,2023-02-06
PAY0000005960,O000005960,captured,32.02,EUR,2023-06-21
PAY0000005961,O000005961,refunded,47.17,EUR,2023-11-30
PAY0000005962,O000005962,refunded,74.13,EUR,2023-01-26
PAY0000005963,O000005963,authorized,45.5,USD,2024-06-08
PAY0000005964,O000005964,captured,7.6,GBP,2024-08-12
PAY0000005965, O000005965 ,captured,14.17,EUR,2024-02-14
PAY0000005966,O000005966,captured,22.43,USD,2024-11-29
PAY0000005967,O000005967,refunded,65.25,EUR,2023-01-15
PAY0000005968,O000005968,captured,107.26,EUR,2024-11-13
PAY0000005969,O000005969,partial_refund,33.11,EUR,2025-05-15
PAY0000005970,O000005970,captured,29.08,EUR,2024-04-29
PAY0000005971,O000005971,captured,54.64,EUR,2024-07-05
PAY0000005972,O000005972,captured,56.67,EUR,2025-04-23
PAY0000005973,O000005973,captured,22.56,EUR,2024-05-04
PAY0000005974,O000005974,captured,22.02,EUR,2023-10-27
PAY0000005975,O000005975,captured,76.41,EUR,2023-02-20
PAY0000005976,O000005976,captured,60.53,EUR,2024-05-17
PAY0000005977,O000005977,captured,39.91,EUR,2024-05-26
PAY0000005978,O000005978,failed,11.04,USD,2024-01-17
PAY0000005979,O000005979,captured,82.43,USD,2025-05-07
PAY0000005980,O000005980,captured,94.48,USD,2024-09-24
PAY0000005981,O000005981,captured,61.51,USD,2024-10-22
PAY0000005982,O000005982,captured,20.42,EUR,2023-04-12
PAY0000005983,O000005983,authorized,16.12,USD,2025-04-25
PAY0000005984,O000005984,captured,52.95,EUR,2023-12-07
PAY0000005985,O000005985,captured,28.5,USD,2023-01-27
PAY0000005986,O000005986,captured,31.46,EUR,2023-04-30
PAY0000005987,O000005987,captured,74.81,USD,2024-09-26
PAY0000005988,O000005988,captured,10.17,USD,2024-06-01
PAY0000005989,O000005989,captured,14.56,EUR,2023-02-19
PAY0000005990,O000005990,captured,37.88,EUR,2024-11-18
PAY0000005991, O000005991 ,captured,46.07,EUR,2025-05-15
PAY0000005992,O000005992,captured,9.68,EUR,2023-09-20
PAY0000005993,O000005993,captured,18.44,EUR,2023-12-26
PAY0000005994,O000005994,partial_refund,26.21,USD,2023-10-11
PAY0000005995,O000005995,authorized,38.45,EUR,2023-06-12
PAY0000005996,O000005996,captured,9.69,EUR,2023-07-23
PAY0000005997,O000005997,refunded,5.21,EUR,2025-05-04
PAY0000005998,O000005998,captured,52.34,EUR,2023-08-14
PAY0000005999,O000005999,captured,23.2,USD,2023-01-17
PAY0000006000,O000006000,captured,15.76,EUR,2023-11-11
PAY0000006002,O000006002,authorized,25.99,EUR,2024-05-04
PAY0000006003,O000006003,captured,30.09,EUR,2023-06-06
PAY0000006004,O000006004,captured,16.59,EUR,2025-04-25
PAY0000006005,O000006005,captured,30.15,EUR,2024-03-15
PAY0000006006,O000006006,captured,24.7,EUR,2023-06-14
PAY0000006007,O000006007,refunded,19.64,EUR,2023-09-17
PAY0000006008,O000006008,captured,15.26,USD,2025-02-08
PAY0000006009,O000006009,captured,10.85,EUR,2024-08-27
PAY0000006010,O000006010,authorized,10.89,EUR,2024-01-19
PAY0000006011,O000006011,failed,15.81,EUR,2023-06-26
PAY0000006012, O000006012 ,captured,16.81,USD,2025-05-28
PAY0000006013,O000006013,captured,57.57,EUR,2024-07-31
PAY0000006014,O000006014,captured,19.05,EUR,2024-07-01
PAY0000006015,O000006015,captured,26.27,EUR,2024-08-16
PAY0000006016,O000006016,captured,33.12,EUR,2024-02-25
PAY0000006017,O000006017,captured,30.74,USD,2025-05-18
PAY0000006018,O000006018,captured,5.35,USD,2024-01-27
PAY0000006019,O000006019,captured,30.29,USD,2023-04-29
PAY0000006020,O000006020,captured,106.44,EUR,2023-09-22
PAY0000006021,O000006021,failed,25.89,EUR,2025-03-22
PAY0000006022,O000006022,captured,23.15,GBP,2025-04-01
PAY0000006023,O000006023,captured,11.48,EUR,2024-02-04
PAY0000006024,O000006024,captured,17.83,EUR,2024-02-19
PAY0000006025, O000006025 ,captured,34.29,USD,2024-09-30
PAY0000006026,O000006026,captured,13.05,PLN,2025-02-20
PAY0000006027,O000006027,refunded,19.71,EUR,2023-02-06
PAY0000006028,O000006028,captured,10.82,EUR,2024-01-10
PAY0000006029,O000006029,captured,35.59,PLN,2023-10-08
PAY0000006030,O000006030,captured,16.49,EUR,2024-10-17
PAY0000006031,O000006031,refunded,14.65,GBP,2024-10-11
PAY0000006032,O000006032,refunded,24.14,EUR,2023-03-09
PAY0000006033,O000006033,captured,12.73,EUR,2023-09-24
PAY0000006034,O000006034,captured,22.21,USD,2024-04-02
PAY0000006035,O000006035,refunded,32.79,PLN,2025-02-23
PAY0000006036,O000006036,partial_refund,47.56,EUR,2025-06-10
PAY0000006037,O000006037,partial_refund,23.38,EUR,2023-06-06
PAY0000006038,O000006038,authorized,44.82,EUR,2024-11-01
PAY0000006039,O000006039,captured,59.24,PLN,2023-06-07
PAY0000006040,O000006040,captured,11.64,EUR,2023-09-26
PAY0000006041,O000006041,captured,19.62,USD,2023-02-25
PAY0000006042,O000006042,captured,40.79,EUR,2025-06-07
PAY0000006043,O000006043,captured,5.99,EUR,2025-03-14
PAY0000006044,O000006044,captured,12.95,USD,2023-04-27
PAY0000006045,O000006045,captured,7.82,USD,2024-04-19
PAY0000006046,O000006046,captured,14.2,EUR,2024-05-30
PAY0000006048,O000006048,captured,41.06,EUR,2024-06-22
PAY0000006049,O000006049,captured,17.97,EUR,2023-07-30
PAY0000006050,O000006050,captured,22.93,EUR,2024-04-07
PAY0000006051,O000006051,captured,12.3,EUR,2023-09-21
PAY0000006052,O000006052,captured,21.14,USD,2024-06-14
PAY0000006054,O000006054,captured,23.15,EUR,2023-10-15
PAY0000006055,O000006055,captured,47.23,EUR,2023-03-23
PAY0000006056,O000006056,captured,88.37,USD,2025-02-10
PAY0000006057,O000006057,captured,10.28,USD,2024-03-18
PAY0000006058,O000006058,failed,20.61,USD,2023-04-19
PAY0000006059,O000006059,failed,29.63,EUR,2025-02-02
PAY0000006060,O000006060,partial_refund,26.62,USD,2025-04-18
PAY0000006061,O000006061,authorized,14.5,EUR,2025-04-03
PAY0000006062,O000006062,captured,12.66,EUR,2023-01-04
PAY0000006064,O000006064,captured,31.97,EUR,2023-04-24
PAY0000006065,O000006065,failed,29.02,EUR,2023-05-01
PAY0000006066,O000006066,captured,32.74,EUR,2025-06-14
PAY0000006067,O000006067,captured,5.83,EUR,2025-05-29
PAY0000006069,O000006069,captured,67.61,PLN,2023-05-21
PAY0000006070,O000006070,captured,42.89,EUR,2025-04-21
PAY0000006071,O000006071,captured,16.77,PLN,2023-03-08
PAY0000006072,O000006072,captured,27.65,EUR,2024-09-14
PAY0000006073,O000006073,refunded,11.55,EUR,2024-04-01
PAY0000006074,O000006074,captured,4.78,EUR,2025-06-14
PAY0000006075,O000006075,captured,20.09,EUR,2024-06-01
PAY0000006076,O000006076,authorized,33.83,EUR,2024-04-24
PAY0000006078,O000006078,captured,7.96,EUR,2025-04-04
PAY0000006079,O000006079,captured,26.76,EUR,2023-01-27
PAY0000006080,o000006080,captured,34.29,USD,2025-05-25
PAY0000006081,O000006081,partial_refund,11.05,EUR,2023-11-25
PAY0000006082,O000006082,captured,37.81,USD,2024-03-13
PAY0000006083,O000006083,authorized,11.41,EUR,2023-03-04
PAY0000006084,O000006084,captured,30.85,USD,2024-03-04
PAY0000006085,O000006085,captured,32.06,USD,2023-03-15
PAY0000006087,O000006087,captured,51.79,EUR,2025-03-29
PAY0000006088,O000006088,captured,9.88,USD,2024-09-08
PAY0000006089,O000006089,captured,28.87,EUR,2023-04-21
PAY0000006090,O000006090,captured,9.01,EUR,2023-08-17
PAY0000006091,O000006091,captured,12.55,EUR,2023-07-14
PAY0000006092,O000006092,refunded,9.82,EUR,2024-08-31
PAY0000006093,O000006093,refunded,96.98,EUR,2024-11-11
PAY0000006094,o000006094,captured,8.44,USD,2023-10-06
PAY0000006095,O000006095,captured,52.28,EUR,2023-04-02
PAY0000006096,O000006096,authorized,10.13,USD,2025-03-14
PAY0000006097, O000006097 ,captured,35.88,EUR,2023-09-10
PAY0000006098,O000006098,captured,13.52,USD,2024-01-04
PAY0000006099,O000006099,captured,72.71,EUR,2023-09-11
PAY0000006100,O000006100,captured,70.07,EUR,2024-09-20
PAY0000006101,O000006101,authorized,21.02,USD,2024-12-06
PAY0000006102,O000006102,captured,5.31,EUR,2025-01-20
PAY0000006103,O000006103,captured,28.7,USD,2025-04-26
PAY0000006104,O000006104,captured,77.25,EUR,2024-07-27
PAY0000006105,O000006105,captured,18.76,GBP,2023-10-18
PAY0000006106,O000006106,captured,24.05,EUR,2025-02-25
PAY0000006107,O000006107,captured,18.79,USD,2023-02-26
PAY0000006108,O000006108,captured,28.49,EUR,2023-10-11
PAY0000006109,O000006109,captured,20.06,EUR,2023-06-28
PAY0000006111,O000006111,captured,23.74,EUR,2024-06-29
PAY0000006112,O000006112,refunded,16.01,EUR,2023-11-28
PAY0000006113,O000006113,captured,23.55,EUR,2024-02-08
PAY0000006114,O000006114,failed,16.5,EUR,2024-11-23
PAY0000006115,O000006115,refunded,14.3,GBP,2024-02-01
PAY0000006116,O000006116,partial_refund,24.43,EUR,2023-03-29
